repository_id,provider_trajectories,raw_records,canonical_events,event_expansion_ratio,repo_name,run_duration_sec
logit-lens-implicit-fbb4-codex,1,577,548,0.949740034662045,logit-lens-implicit-fbb4-codex,1998.800327
logit-lens-limits-claude,1,417,417,1.0,logit-lens-limits-claude,2950.399759
lying-style-nlp-0448-claude,1,593,593,1.0,lying-style-nlp-0448-claude,2238.25606
lying-style-nlp-92c9-codex,1,207,206,0.9951690821256038,lying-style-nlp-92c9-codex,1533.261593
lying-style-nlp-9950-gemini,2,554,553,0.9981949458483754,lying-style-nlp-9950-gemini,1736.916022
lying-style-nlp-claude,1,385,385,1.0,lying-style-nlp-claude,3371.960377
many-shot-residual-geom-claude,1,335,335,1.0,many-shot-residual-geom-claude,3042.80415
map-of-vibe-space-claude,1,575,575,1.0,map-of-vibe-space-claude,3274.936736
math-align-invariant-9640-claude,1,498,498,1.0,math-align-invariant-9640-claude,1850.738867
math-distillation-57a1-gemini,2,643,635,0.9875583203732504,math-distillation-57a1-gemini,1419.669849
math-distillation-c376-codex,1,236,226,0.9576271186440678,math-distillation-c376-codex,1039.887075
math-distillation-d448-claude,1,586,586,1.0,math-distillation-d448-claude,4487.519674
math-distillation-v2-0a91-claude,1,430,430,1.0,math-distillation-v2-0a91-claude,2783.512366
math-distillation-v2-7cd5,1,234,232,0.9914529914529915,math-distillation-v2-7cd5,2759.839599
mechanistic-llm-failures-4f06-claude,1,364,364,1.0,mechanistic-llm-failures-4f06-claude,
mechanistic-llm-failures-69ca-claude,1,183,183,1.0,mechanistic-llm-failures-69ca-claude,
mechanistic-llm-failures-eb40-codex,1,356,356,1.0,mechanistic-llm-failures-eb40-codex,
mechanistic-llm-tools-53ce-claude,1,196,196,1.0,mechanistic-llm-tools-53ce-claude,
mechanistic-llm-tools-claude,1,263,263,1.0,mechanistic-llm-tools-claude,
mechanistic-llm-tools-gemini,1,384,384,1.0,mechanistic-llm-tools-gemini,
misalignment-thresholds-151f-claude,1,220,220,1.0,misalignment-thresholds-151f-claude,1616.752767
mistake-vs-persona-claude,1,332,332,1.0,mistake-vs-persona-claude,2959.643745
mlp-hidden-state-1a8c-codex,1,348,324,0.9310344827586207,mlp-hidden-state-1a8c-codex,1204.733007
mlp-hidden-state-2c11-gemini,1,267,267,1.0,mlp-hidden-state-2c11-gemini,1184.598853
mlp-hidden-state-b821-claude,1,892,826,0.9260089686098655,mlp-hidden-state-b821-claude,6640.040554
mlp-token-mapping-claude,1,206,206,1.0,mlp-token-mapping-claude,1875.885076
model-character-limit-claude,1,729,729,1.0,model-character-limit-claude,3371.607252
model-character-limit-codex,1,321,320,0.9968847352024922,model-character-limit-codex,
model-character-limit-gemini,1,232,232,1.0,model-character-limit-gemini,
model-count-french-94dd-gemini,1,406,406,1.0,model-count-french-94dd-gemini,2290.912014
model-count-french-96cb-claude,1,315,315,1.0,model-count-french-96cb-claude,
model-count-french-claude,1,501,501,1.0,model-count-french-claude,2400.387563
model-implicature-nlp-2b80-claude,1,335,335,1.0,model-implicature-nlp-2b80-claude,
monotonicity-bias-nlp-claude,1,384,384,1.0,monotonicity-bias-nlp-claude,1877.662776
multi-agent-cot-conv-11e2-claude,1,534,534,1.0,multi-agent-cot-conv-11e2-claude,7507.054988
multi-scale-nested-claude,1,231,231,1.0,multi-scale-nested-claude,
multi-scale-nested-gemini,1,139,139,1.0,multi-scale-nested-gemini,
multi-turn-regress-aaaa-codex,1,476,460,0.9663865546218487,multi-turn-regress-aaaa-codex,
multi-turn-regress-claude,1,676,676,1.0,multi-turn-regress-claude,3962.685181
multi-turn-regress-d8b8-claude,1,515,515,1.0,multi-turn-regress-d8b8-claude,
multi-turn-regress-fb0d-gemini,1,395,395,1.0,multi-turn-regress-fb0d-gemini,
multi_agent_adversarial_prompt_20260729_161608_d239e51e,1,3,3,1.0,multi_agent_adversarial_prompt_20260729_161608_d239e51e,5.21887
multi_objective_optimization_o_20260227_215322_c3d0afee,1,3,3,1.0,multi_objective_optimization_o_20260227_215322_c3d0afee,
narrative-space-llm-3519-gemini,1,187,187,1.0,narrative-space-llm-3519-gemini,789.481772
narrative-space-llm-65e5-codex,1,429,387,0.9020979020979021,narrative-space-llm-65e5-codex,2559.486673
narrative-space-llm-8f63-claude,1,932,868,0.9313304721030042,narrative-space-llm-8f63-claude,2359.551323
nat-induction-heads-claude,1,478,478,1.0,nat-induction-heads-claude,2910.689042
natural-hallucinations-1245-gemini,1,1240,1240,1.0,natural-hallucinations-1245-gemini,
natural-hallucinations-claude,1,871,871,1.0,natural-hallucinations-claude,5127.86672
natural-hallucinations-codex,1,322,322,1.0,natural-hallucinations-codex,
necessity-sufficiency-claude,1,594,594,1.0,necessity-sufficiency-claude,2698.739466
neural-symbolic-ai-2f28-codex,1,467,440,0.9421841541755889,neural-symbolic-ai-2f28-codex,2292.138419
neural-symbolic-ai-41f3-claude,1,1050,976,0.9295238095238095,neural-symbolic-ai-41f3-claude,3672.517797
neural-symbolic-ai-d145-claude,1,1009,946,0.9375619425173439,neural-symbolic-ai-d145-claude,2497.263692
news-from-future-ai-aed4-claude,1,509,509,1.0,news-from-future-ai-aed4-claude,
news-from-future-ai-claude,1,295,295,1.0,news-from-future-ai-claude,
news-future-ai-claude,1,397,397,1.0,news-future-ai-claude,1942.899616
news-future-ai-codex,1,520,519,0.9980769230769231,news-future-ai-codex,
news-future-ai-gemini,1,222,222,1.0,news-future-ai-gemini,
no-costume-theories-claude,1,305,305,1.0,no-costume-theories-claude,2414.991537
non-pokemon-quality-8c18-claude,1,423,423,1.0,non-pokemon-quality-8c18-claude,
non-pokemon-quality-nlp-claude,1,290,290,1.0,non-pokemon-quality-nlp-claude,1205.593488
non-pokemon-quality-nlp-ea69-claude,1,417,417,1.0,non-pokemon-quality-nlp-ea69-claude,
noncomp-phrases-nlp-c335-claude,1,635,635,1.0,noncomp-phrases-nlp-c335-claude,
noncomp-phrases-nlp-claude,1,523,523,1.0,noncomp-phrases-nlp-claude,2650.908338
nonlinear-diction-nlp-claude,1,889,889,1.0,nonlinear-diction-nlp-claude,5326.804803
novel-bio-mechanisms-002c-claude,1,614,578,0.9413680781758957,novel-bio-mechanisms-002c-claude,3375.175099
novel-bio-mechanisms-594c-codex,1,624,587,0.9407051282051282,novel-bio-mechanisms-594c-codex,2739.020532
novel-bio-mechanisms-a08e-gemini,1,195,195,1.0,novel-bio-mechanisms-a08e-gemini,998.435647
novel-bio-mechanisms-c075-claude,1,751,711,0.9467376830892144,novel-bio-mechanisms-c075-claude,6634.598538
novel-geom-addressing-028d-gemini,1,254,254,1.0,novel-geom-addressing-028d-gemini,1265.989915
novel-geom-addressing-506d-codex,1,456,426,0.9342105263157895,novel-geom-addressing-506d-codex,1923.054569
novel-geom-addressing-c44b-claude,1,835,741,0.8874251497005988,novel-geom-addressing-c44b-claude,4226.050356
null-alignment-matrix-diagnosing-when-56ad,1,854,788,0.9227166276346604,null-alignment-matrix-diagnosing-when-56ad,3241.099581
null-results-as-alignment-signals-858f,1,477,437,0.9161425576519916,null-results-as-alignment-signals-858f,1729.796188
null-robustness-mapping-8bf6-claude,1,354,354,1.0,null-robustness-mapping-8bf6-claude,1803.498272
out-of-order-memoriz-claude,1,408,408,1.0,out-of-order-memoriz-claude,5480.764876
partial-isomorphisms-claude,1,774,774,1.0,partial-isomorphisms-claude,4549.238802
person-space-mapping-claude,1,714,714,1.0,person-space-mapping-claude,7697.42147
phase-transitions-6299-claude,1,338,338,1.0,phase-transitions-6299-claude,3160.333261
phase-transitions-llm-5d8c-claude,1,353,353,1.0,phase-transitions-llm-5d8c-claude,6723.779064
phrase-arithmetic-nlp-claude,1,1002,1002,1.0,phrase-arithmetic-nlp-claude,3482.403785
predict-slop-ai-claude,1,615,615,1.0,predict-slop-ai-claude,3027.843387
preference-understanding-8cc6-claude,1,1242,1139,0.9170692431561996,preference-understanding-8cc6-claude,5250.877335
preference-understanding-9cf3-codex,1,228,203,0.8903508771929824,preference-understanding-9cf3-codex,2890.072961
proficiency-features-claude,1,500,500,1.0,proficiency-features-claude,8644.537393
prompt-failure-prediction-0191-claude,1,423,423,1.0,prompt-failure-prediction-0191-claude,2402.704647
quantify-llm-factors-claude,1,973,973,1.0,quantify-llm-factors-claude,3555.300576
quantifying-the-null-intervention-c064,1,1138,1052,0.9244288224956063,quantifying-the-null-intervention-c064,4097.316478
quantum-ml-methods-54ff-claude,1,1187,1121,0.9443976411120472,quantum-ml-methods-54ff-claude,6662.008465
quantum-ml-methods-7581-claude,1,1637,1571,0.9596823457544288,quantum-ml-methods-7581-claude,5789.780191
quantum-ml-methods-c288-codex,1,458,422,0.9213973799126638,quantum-ml-methods-c288-codex,2153.622933
quantum-ml-methods-d41e-claude,1,1020,944,0.9254901960784314,quantum-ml-methods-d41e-claude,2404.570287
rainbow-conn-random-1698,1,257,257,1.0,rainbow-conn-random-1698,2187.203094
rainbow-conn-random-f967,1,148,148,1.0,rainbow-conn-random-f967,802.017723
reasoning-trace-robustnes-318e-codex,2,817,817,1.0,reasoning-trace-robustnes-318e-codex,5749.130198
reasoning-trace-robustnes-6b65-claude,1,623,623,1.0,reasoning-trace-robustnes-6b65-claude,2722.957472
reasoning-trace-robustnes-dd20-gemini,1,366,366,1.0,reasoning-trace-robustnes-dd20-gemini,2275.450275
recursion-visual-text-claude,1,271,271,1.0,recursion-visual-text-claude,
recursion-visual-text-gemini,1,189,189,1.0,recursion-visual-text-gemini,
refine-llm-trading-2354-codex,1,275,275,1.0,refine-llm-trading-2354-codex,
refine-llm-trading-4e75-claude,1,800,800,1.0,refine-llm-trading-4e75-claude,
refine-llm-trading-e871-claude,1,381,381,1.0,refine-llm-trading-e871-claude,
residual-stream-ai-a924-claude,1,496,496,1.0,residual-stream-ai-a924-claude,
residual-stream-biject-claude,1,442,442,1.0,residual-stream-biject-claude,3988.450571
residual-stream-biject-e825-claude,1,385,385,1.0,residual-stream-biject-e825-claude,
reverse-alignment-characterizing-46f6,1,1294,1190,0.919629057187017,reverse-alignment-characterizing-46f6,5840.895372
reverse-engineer-null-6299-claude,1,388,367,0.9458762886597938,reverse-engineer-null-6299-claude,2353.851042
reverse-nulls-diagnosing-the-hidden-732a,1,1305,1196,0.9164750957854406,reverse-nulls-diagnosing-the-hidden-732a,4562.067138
robustness-vs-artifacts-21e9-claude,1,732,732,1.0,robustness-vs-artifacts-21e9-claude,2163.664823
sampling-nn-0688-gemini,1,241,241,1.0,sampling-nn-0688-gemini,4101.77463
sampling-nn-1a8c-claude,1,737,678,0.9199457259158752,sampling-nn-1a8c-claude,3552.474239
sampling-nn-d01c-codex,1,377,352,0.9336870026525199,sampling-nn-d01c-codex,1782.481903
scaling-laws-finetune-claude,1,497,497,1.0,scaling-laws-finetune-claude,10657.51219
scaling_analysis_of_distribute_20260729_000241_d3c51cab,1,0,0,,scaling_analysis_of_distribute_20260729_000241_d3c51cab,3.508092
science-of-sycophancy-ee2b-claude,1,701,653,0.9315263908701854,science-of-sycophancy-ee2b-claude,3892.295509
self-critique-ai-writer-claude,1,746,746,1.0,self-critique-ai-writer-claude,5803.311657
self-critique-drift-4703-claude,1,574,574,1.0,self-critique-drift-4703-claude,5175.378853
self-critique-drift-687e-codex,1,222,218,0.9819819819819819,self-critique-drift-687e-codex,3214.02482
self-critique-drift-6de2-claude,1,412,412,1.0,self-critique-drift-6de2-claude,12000.513539
self-critique-drift-e068-gemini,2,428,428,1.0,self-critique-drift-e068-gemini,3700.28071
semantic_coherence_impact_on_a_20260729_154614_23123c8f,1,0,0,,semantic_coherence_impact_on_a_20260729_154614_23123c8f,15.341866
sim-sensory-nlp-claude,1,416,416,1.0,sim-sensory-nlp-claude,3428.933338
similar-embeddings-nlp-5ef8-codex,1,418,398,0.9521531100478469,similar-embeddings-nlp-5ef8-codex,
similar-embeddings-nlp-ae9d-gemini,1,430,430,1.0,similar-embeddings-nlp-ae9d-gemini,
similar-embeddings-nlp-f3b7-claude,1,399,399,1.0,similar-embeddings-nlp-f3b7-claude,
similarity-eclipsing-claude,1,434,434,1.0,similarity-eclipsing-claude,2724.9435
simulation-theory-ai-54bc-gemini,1,381,381,1.0,simulation-theory-ai-54bc-gemini,1191.09049
small-gradients-nlp-claude,1,512,512,1.0,small-gradients-nlp-claude,7151.239746
sounds-like-ai-02cd-codex,1,431,408,0.9466357308584686,sounds-like-ai-02cd-codex,
sounds-like-ai-61e8-gemini,1,327,327,1.0,sounds-like-ai-61e8-gemini,
sounds-like-ai-claude,1,487,487,1.0,sounds-like-ai-claude,3750.087248
specialized-copying-claude,1,257,257,1.0,specialized-copying-claude,2659.987248
stat-meta-robustness-948b-claude,1,269,269,1.0,stat-meta-robustness-948b-claude,1979.545662
steering-expanded-mlp-claude,1,330,330,1.0,steering-expanded-mlp-claude,2170.057679
steering-vector-decay-4272-claude,1,512,512,1.0,steering-vector-decay-4272-claude,
steering-vector-decay-claude,1,553,553,1.0,steering-vector-decay-claude,5040.281914
steering-vectors-nlp-claude,1,554,554,1.0,steering-vectors-nlp-claude,3926.881601
sticky-personas-ai-9dab-claude,1,784,742,0.9464285714285714,sticky-personas-ai-9dab-claude,2068.35988
sticky-personas-ai-a685-codex,1,665,623,0.9368421052631579,sticky-personas-ai-a685-codex,2826.23803
story-cot-nlp-claude,1,373,373,1.0,story-cot-nlp-claude,1949.805252
sweaty-liars-nlp-claude,1,829,829,1.0,sweaty-liars-nlp-claude,4576.04659
sycophancy-lang-resources-0311-claude,1,1504,1504,1.0,sycophancy-lang-resources-0311-claude,4586.407589
sycophancy-lang-resources-6bb3-claude,1,540,540,1.0,sycophancy-lang-resources-6bb3-claude,2871.271949
sycophancy-lang-resources-d777-codex,1,408,379,0.928921568627451,sycophancy-lang-resources-d777-codex,6130.786038
sycophancy-lang-resources-f4fb-gemini,1,354,354,1.0,sycophancy-lang-resources-f4fb-gemini,4932.711532
synthetic_data_with_base_model_20260720_181704_b08e72e8,1,1452,1349,0.9290633608815427,synthetic_data_with_base_model_20260720_181704_b08e72e8,38734.663807
systematic_bias_in_llm_chain_o_20260729_160340_206cc029,1,3,3,1.0,systematic_bias_in_llm_chain_o_20260729_160340_206cc029,5.222175
systematic_bias_in_llm_uncerta_20260729_161235_2f048b69,1,3,3,1.0,systematic_bias_in_llm_uncerta_20260729_161235_2f048b69,6.471846
systematic_stress_testing_of___20260730_161741_765e263a,1,3,3,1.0,systematic_stress_testing_of___20260730_161741_765e263a,6.522017
systematically-probing-alignment-null-843e,1,1644,1531,0.931265206812652,systematically-probing-alignment-null-843e,11013.532129
talkie-generalization-8356-gemini,1,206,206,1.0,talkie-generalization-8356-gemini,4702.194451
talkie-generalization-e993-claude,1,1162,1074,0.9242685025817556,talkie-generalization-e993-claude,7816.695214
talkie-generalization-ff5d-codex,1,460,440,0.9565217391304348,talkie-generalization-ff5d-codex,3169.012297
temporal-credit-assign-42dd-claude,1,484,484,1.0,temporal-credit-assign-42dd-claude,8990.400135
tension-between-independence-0807-codex,1,144,125,0.8680555555555556,tension-between-independence-0807-codex,1587.76665
test-llm-impersonators-claude,1,871,871,1.0,test-llm-impersonators-claude,2896.178453
text-llm-limitations-7bc7-gemini,1,420,420,1.0,text-llm-limitations-7bc7-gemini,2448.650493
theory-of-simulation-1d19-claude,1,1069,1008,0.9429373246024322,theory-of-simulation-1d19-claude,6804.881257
theory-of-simulation-6163-codex,1,385,361,0.9376623376623376,theory-of-simulation-6163-codex,1758.689215
theory-of-simulation-ed89-claude,1,685,638,0.9313868613138686,theory-of-simulation-ed89-claude,4316.964225
token-direction-stream-claude,1,449,449,1.0,token-direction-stream-claude,3082.93373
trace-impurities-ce-claude,1,515,515,1.0,trace-impurities-ce-claude,2923.048704
transformer-int-intervals-claude,1,756,756,1.0,transformer-int-intervals-claude,4582.380758
uncertainty-llms-75dc-claude,1,453,453,1.0,uncertainty-llms-75dc-claude,
underrated-metric-nlp-0ca5-claude,1,360,360,1.0,underrated-metric-nlp-0ca5-claude,7011.536485
underrated-metric-nlp-51aa-gemini,1,333,333,1.0,underrated-metric-nlp-51aa-gemini,1241.709678
underrated-metric-nlp-f82f-codex,1,320,312,0.975,underrated-metric-nlp-f82f-codex,3827.326106
underrated-novelty-nlp-claude,1,313,313,1.0,underrated-novelty-nlp-claude,2351.412261
what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47,1,1408,1260,0.8948863636363636,what_kind_of_tools_do_llms_thi_20260720_181157_f89eda47,43170.811632
when-should-an-ai-ask-for-clarification-59b5-codex,1,150,135,0.9,when-should-an-ai-ask-for-clarification-59b5-codex,2524.150774
when-should-an-ai-ask-for-clarification-f275-claude,1,2489,2249,0.9035757332261952,when-should-an-ai-ask-for-clarification-f275-claude,27663.299748
where-is-rhyming-claude,1,448,448,1.0,where-is-rhyming-claude,3323.384007
