repo_name,repo_status,is_trajectory,include_in_analysis,exclusion_reason,mode,mode_confidence,mode_source,provider,repo_created_at,run_created_at,capability_era,has_pipeline_state,has_pipeline_results,has_autoresearch_runtime,has_hitl_runtime
transformer-int-intervals-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T02:03:30Z,2026-03-20T02:03:35.047941,pre_autoresearch,True,True,False,False
specialized-copying-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T14:52:16Z,2026-03-20T14:52:21.155392,pre_autoresearch,True,True,False,False
counter-example-machine-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T14:52:18Z,2026-03-20T14:52:22.959655,pre_autoresearch,True,True,False,False
partial-isomorphisms-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T15:58:08Z,2026-03-20T15:58:12.672465,pre_autoresearch,True,True,False,False
llm-zero-shot-entropy-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T17:17:04Z,2026-03-20T17:17:08.925966,pre_autoresearch,True,True,False,False
finetune-saturation-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T17:19:54Z,2026-03-20T17:19:58.362544,pre_autoresearch,True,True,False,False
where-is-rhyming-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T18:05:18Z,2026-03-20T18:05:22.879854,pre_autoresearch,True,True,False,False
many-shot-residual-geom-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T19:11:39Z,2026-03-20T19:11:43.254584,pre_autoresearch,True,True,False,False
granular-deletes-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T19:38:54Z,2026-03-20T19:38:58.315689,pre_autoresearch,True,True,False,False
llm-bullying-analysis-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T20:07:43Z,2026-03-20T20:07:47.396552,pre_autoresearch,True,True,False,False
lying-style-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T20:15:46Z,2026-03-20T20:15:51.159700,pre_autoresearch,True,True,False,False
person-space-mapping-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T21:19:17Z,2026-03-20T21:19:21.794193,pre_autoresearch,True,True,False,False
proficiency-features-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T21:30:12Z,2026-03-20T21:30:16.939844,pre_autoresearch,True,True,False,False
nat-induction-heads-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-20T23:32:12Z,2026-03-20T23:32:16.114760,pre_autoresearch,True,True,False,False
predict-slop-ai-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T00:01:42Z,2026-03-21T00:01:46.992483,pre_autoresearch,True,True,False,False
cross-comp-reps-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T00:26:12Z,2026-03-21T00:26:17.090326,pre_autoresearch,True,True,False,False
scaling-laws-finetune-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T00:58:37Z,2026-03-21T00:58:41.133958,pre_autoresearch,True,True,False,False
test-llm-impersonators-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T01:15:47Z,2026-03-21T01:15:51.197685,pre_autoresearch,True,True,False,False
ai-undetectability-lb-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T02:09:35Z,2026-03-21T02:09:39.622149,pre_autoresearch,True,True,False,False
mistake-vs-persona-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T03:45:54Z,2026-03-21T03:45:58.250529,pre_autoresearch,True,True,False,False
llm-keeping-secrets-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T04:02:32Z,2026-03-21T04:02:36.930370,pre_autoresearch,True,True,False,False
higher-level-implicit-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T04:40:54Z,2026-03-21T04:40:58.373401,pre_autoresearch,True,True,False,False
less-ai-sounding-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T05:32:58Z,2026-03-21T05:33:02.871628,pre_autoresearch,True,True,False,False
evolving-forecasters-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T06:17:21Z,2026-03-21T06:17:26.073817,pre_autoresearch,True,True,False,False
abstraction-vs-grounding-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T07:12:27Z,2026-03-21T07:12:32.057879,pre_autoresearch,True,True,False,False
logit-lens-limits-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T09:13:11Z,2026-03-21T09:13:20.395587,pre_autoresearch,True,True,False,False
careful-llm-words-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T09:13:46Z,2026-03-23T15:14:05.590366,pre_autoresearch,True,True,False,False
alignment-watermark-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-21T10:08:25Z,2026-03-21T10:08:29.246147,pre_autoresearch,True,True,False,False
llm-one-pass-ordering-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T03:59:16Z,2026-03-22T03:59:20.663986,pre_autoresearch,True,True,False,False
invertible-lm-output-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T04:37:08Z,2026-03-22T04:37:12.412917,pre_autoresearch,True,True,False,False
nonlinear-diction-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T05:30:06Z,2026-03-22T05:30:11.022435,pre_autoresearch,True,True,False,False
sounds-like-ai-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T05:31:11Z,2026-03-22T05:31:15.154094,pre_autoresearch,True,True,False,False
llm-pain-analysis-eb23-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T06:24:53Z,2026-03-22T06:24:58.709820,pre_autoresearch,True,True,False,False
llm-pain-analysis-694e-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T06:25:11Z,2026-03-22T06:25:16.192750,pre_autoresearch,True,True,False,False
llm-pain-analysis-89e0-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T06:25:15Z,2026-03-22T06:25:19.439646,pre_autoresearch,True,True,False,False
factorio-social-ai-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T06:39:27Z,2026-03-22T06:39:31.478722,pre_autoresearch,True,True,False,False
hidden-state-storage-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T07:05:25Z,2026-03-22T07:05:29.930214,pre_autoresearch,True,True,False,False
llm-priming-sidechan-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T07:37:41Z,2026-03-22T07:37:45.723980,pre_autoresearch,True,True,False,False
multi-turn-regress-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T08:41:13Z,2026-03-22T08:41:17.789614,pre_autoresearch,True,True,False,False
news-future-ai-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T09:55:29Z,2026-03-22T09:55:33.611893,pre_autoresearch,True,True,False,False
finetuning-proof-datasets-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T10:06:32Z,2026-03-22T10:06:36.871350,pre_autoresearch,True,True,False,False
false-memories-llm-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T10:34:00Z,2026-03-22T10:34:08.436370,pre_autoresearch,True,True,False,False
covariance-belief-space-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T11:09:07Z,2026-03-22T11:09:11.904238,pre_autoresearch,True,True,False,False
info-in-out-genai-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T11:42:04Z,2026-03-22T11:42:08.590876,pre_autoresearch,True,True,False,False
steering-expanded-mlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T12:24:26Z,2026-03-22T12:24:30.367329,pre_autoresearch,True,True,False,False
residual-stream-biject-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T12:35:07Z,2026-03-22T12:35:11.231177,pre_autoresearch,True,True,False,False
all-words-phrases-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T13:07:58Z,2026-03-22T13:08:02.240297,pre_autoresearch,True,True,False,False
phrase-arithmetic-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T13:47:49Z,2026-03-22T13:47:53.385397,pre_autoresearch,True,True,False,False
quantify-llm-factors-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T14:37:39Z,2026-03-22T14:37:43.466914,pre_autoresearch,True,True,False,False
coordination-ai-game-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T14:53:07Z,2026-03-22T14:53:11.834304,pre_autoresearch,True,True,False,False
llm-forget-better-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T15:54:07Z,2026-03-22T15:54:11.629863,pre_autoresearch,True,True,False,False
token-direction-stream-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T17:15:17Z,2026-03-22T17:15:21.467858,pre_autoresearch,True,True,False,False
non-pokemon-quality-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T18:10:33Z,2026-03-22T18:10:37.348946,pre_autoresearch,True,True,False,False
aligned-models-exasperati-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T18:13:56Z,2026-03-22T18:14:00.606489,pre_autoresearch,True,True,False,False
no-costume-theories-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T18:36:12Z,2026-03-22T18:36:16.653599,pre_autoresearch,True,True,False,False
pca-hidden-states-nlp-claude,initialized_only,False,False,initialized_only_no_execution,,,,claude,2026-03-22T19:24:10Z,,unknown,False,False,False,False
similarity-eclipsing-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T19:42:32Z,2026-03-22T19:42:36.913926,pre_autoresearch,True,True,False,False
sim-sensory-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T20:35:53Z,2026-03-22T20:35:58.090952,pre_autoresearch,True,True,False,False
llm-consciousness-info-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T20:54:46Z,2026-03-22T20:54:50.485514,pre_autoresearch,True,True,False,False
steering-vector-decay-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T21:42:08Z,2026-03-22T21:42:13.209840,pre_autoresearch,True,True,False,False
noncomp-phrases-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T21:43:18Z,2026-03-22T21:43:22.278693,pre_autoresearch,True,True,False,False
out-of-order-memoriz-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-22T22:34:24Z,2026-03-22T22:34:28.852887,pre_autoresearch,True,True,False,False
steering-vectors-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T00:11:53Z,2026-03-23T00:11:57.162584,pre_autoresearch,True,True,False,False
llm-thankfulness-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T00:15:26Z,2026-03-23T00:15:38.040278,pre_autoresearch,True,True,False,False
mlp-token-mapping-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T01:03:00Z,2026-03-23T01:03:04.913048,pre_autoresearch,True,True,False,False
llm-provocations-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T01:23:59Z,2026-03-23T01:24:03.412113,pre_autoresearch,True,True,False,False
necessity-sufficiency-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T01:40:15Z,2026-03-23T01:40:19.737456,pre_autoresearch,True,True,False,False
hard-to-describe-dir-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T02:15:04Z,2026-03-23T02:15:08.439240,pre_autoresearch,True,True,False,False
dist-shift-curriculum-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T02:31:17Z,2026-04-07T16:18:52.240340,pre_autoresearch,True,True,False,False
basis-vectors-persona-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T03:06:24Z,2026-03-23T03:06:31.028940,pre_autoresearch,True,True,False,False
adversarial-ood-robustnes-73d8-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T03:20:59Z,2026-03-23T03:21:03.311950,pre_autoresearch,True,True,False,False
adv-ood-robustness-6bad-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T03:21:01Z,2026-03-23T03:21:05.775775,pre_autoresearch,True,True,False,False
adv-ood-robustness-3427-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T03:21:04Z,2026-03-23T03:21:17.953907,pre_autoresearch,True,True,False,False
story-cot-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T03:59:08Z,2026-03-23T03:59:12.824766,pre_autoresearch,True,True,False,False
llm-coverage-efficiency-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T04:39:20Z,2026-03-23T04:39:24.470179,pre_autoresearch,True,True,False,False
detecting-lies-nlp-3065-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T05:22:40Z,2026-03-23T05:22:44.659925,pre_autoresearch,True,True,False,False
detecting-lies-nlp-777f-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T05:22:41Z,2026-03-23T05:22:46.256260,pre_autoresearch,True,True,False,False
detecting-lies-nlp-c886-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T05:59:09Z,2026-03-23T05:59:14.131201,pre_autoresearch,True,True,False,False
factoring-friendly-assist-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T06:02:58Z,2026-03-23T06:03:02.492457,pre_autoresearch,True,True,False,False
llm-tongue-twisters-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T06:34:12Z,2026-03-23T06:34:16.907765,pre_autoresearch,True,True,False,False
self-critique-ai-writer-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T08:08:34Z,2026-03-23T08:08:38.362199,pre_autoresearch,True,True,False,False
multi-persona-exag-claude,initialized_only,False,False,initialized_only_no_execution,,,,claude,2026-03-23T09:52:35Z,,unknown,False,False,False,False
inctx-if-then-capacity-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T11:30:03Z,2026-03-23T11:30:07.845445,pre_autoresearch,True,True,False,False
model-count-french-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T12:18:37Z,2026-03-23T12:18:47.277789,pre_autoresearch,True,True,False,False
1p-rlhf-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T13:04:55Z,2026-03-23T13:05:00.043454,pre_autoresearch,True,True,False,False
instruct-story-mix-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T15:23:46Z,2026-03-23T15:23:51.258990,pre_autoresearch,True,True,False,False
map-of-vibe-space-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T16:48:45Z,2026-03-23T16:48:49.532095,pre_autoresearch,True,True,False,False
keep-base-models-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T17:49:17Z,2026-03-23T17:49:21.915003,pre_autoresearch,True,True,False,False
chain-of-thought-conv-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-23T22:56:38Z,2026-03-23T22:56:42.943369,pre_autoresearch,True,True,False,False
llm-pain-analysis-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-24T00:48:45Z,2026-04-07T21:52:19.545662,pre_autoresearch,True,True,False,False
artificial-outsiders-nlp-9b1b-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-24T15:14:21Z,2026-03-24T15:14:26.148415,pre_autoresearch,True,True,False,False
math-distillation-challenge-claude,empty,False,False,empty_repository,,,,unknown,2026-03-24T19:25:12Z,,unknown,False,False,False,False
trace-impurities-ce-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-24T22:59:44Z,2026-03-24T17:59:51.301439,pre_autoresearch,True,True,False,False
function-vectors-nlp-d7c3-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-29T23:36:10Z,2026-03-29T23:36:14.857020,pre_autoresearch,True,True,False,False
function-vectors-nlp-2537-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-29T23:39:04Z,2026-03-29T23:39:08.647160,pre_autoresearch,True,True,False,False
function-vectors-nlp-299e-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-29T23:39:05Z,2026-03-29T23:39:09.408083,pre_autoresearch,True,True,False,False
math-distillation-d448-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-30T02:46:17Z,2026-03-30T02:46:21.186730,pre_autoresearch,True,True,False,False
math-distillation-57a1-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-30T02:46:25Z,2026-03-30T02:46:30.059814,pre_autoresearch,True,True,False,False
llm-bullying-analysis-9159-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-30T04:31:17Z,2026-03-30T04:31:21.647380,pre_autoresearch,True,True,False,False
llm-bullying-detection-e4d9-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-30T04:31:28Z,2026-03-30T04:31:32.887451,pre_autoresearch,True,True,False,False
llm-bullying-analysis-9ffe-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-30T04:31:29Z,2026-03-30T04:31:35.718181,pre_autoresearch,True,True,False,False
math-distillation-c376-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-03-30T08:01:10Z,2026-03-30T08:01:14.811919,pre_autoresearch,True,True,False,False
adversarial-tone-llm-2ab2-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-04T16:11:52Z,2026-04-04T16:13:01.442937,pre_autoresearch,True,True,False,False
null-robustness-mapping-8bf6-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-04T16:37:08Z,2026-04-04T16:38:17.674577,pre_autoresearch,True,True,False,False
phase-transitions-llm-5d8c-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-04T17:17:57Z,2026-04-04T17:19:06.609846,pre_autoresearch,True,True,False,False
adversarial-battery-4ef6-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-04T19:24:47Z,2026-04-04T19:25:57.665578,pre_autoresearch,True,True,False,False
math-align-invariant-9640-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-04T19:58:54Z,2026-04-04T20:00:03.317852,pre_autoresearch,True,True,False,False
compositional-directions-17d5-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-05T21:59:45Z,2026-04-05T21:59:50.241664,pre_autoresearch,True,True,False,False
compositional-directions-fe75-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-05T22:05:56Z,2026-04-05T22:06:01.012848,pre_autoresearch,True,True,False,False
compositional-directions-cf35-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-06T00:23:52Z,2026-04-06T00:23:56.788398,pre_autoresearch,True,True,False,False
underrated-metric-nlp-0ca5-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-06T00:36:17Z,2026-04-06T00:36:21.232895,pre_autoresearch,True,True,False,False
underrated-metric-nlp-f82f-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-06T00:36:17Z,2026-04-06T00:36:21.940740,pre_autoresearch,True,True,False,False
underrated-metric-nlp-51aa-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-06T01:28:48Z,2026-04-06T01:28:52.354561,pre_autoresearch,True,True,False,False
reasoning-trace-robustnes-318e-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-06T02:47:41Z,2026-04-06T02:47:44.990123,pre_autoresearch,True,True,False,False
reasoning-trace-robustnes-dd20-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-06T02:47:44Z,2026-04-06T02:47:48.749284,pre_autoresearch,True,True,False,False
reasoning-trace-robustnes-6b65-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-06T07:06:58Z,2026-04-06T07:07:03.300622,pre_autoresearch,True,True,False,False
sycophancy-lang-resources-6bb3-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T01:18:32Z,2026-04-07T01:18:36.735432,pre_autoresearch,True,True,False,False
monotonicity-bias-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T01:28:35Z,2026-04-08T14:30:34.929308,pre_autoresearch,True,True,False,False
cond-steering-vectors-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T01:28:36Z,2026-04-07T01:28:40.956725,pre_autoresearch,True,True,False,False
context-heavy-personas-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T02:25:58Z,2026-04-07T02:26:02.665901,pre_autoresearch,True,True,False,False
adv-prompts-firewalls-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T03:23:21Z,2026-04-07T03:23:25.379854,pre_autoresearch,True,True,False,False
compositional-directions-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T04:08:23Z,2026-04-07T04:08:27.331153,pre_autoresearch,True,True,False,False
llm-text-limitations-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T04:49:20Z,2026-04-07T04:49:25.183742,pre_autoresearch,True,True,False,False
anchoring-bias-lookback-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T06:26:47Z,2026-04-07T06:26:52.402476,pre_autoresearch,True,True,False,False
small-gradients-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T07:22:57Z,2026-04-07T07:23:01.465522,pre_autoresearch,True,True,False,False
llm-similar-sounds-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T09:28:23Z,2026-04-07T09:28:27.579934,pre_autoresearch,True,True,False,False
llm-offense-analysis-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T10:54:13Z,2026-04-07T10:54:18.304002,pre_autoresearch,True,True,False,False
artificial-outsiders-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T12:00:15Z,2026-04-07T12:00:20.217138,pre_autoresearch,True,True,False,False
leading-personas-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T12:57:31Z,2026-04-07T12:57:36.321151,pre_autoresearch,True,True,False,False
underrated-novelty-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T15:32:30Z,2026-04-07T15:32:35.724495,pre_autoresearch,True,True,False,False
llm-complex-patterns-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T18:38:58Z,2026-04-07T18:39:02.726352,pre_autoresearch,True,True,False,False
sweaty-liars-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T19:16:52Z,2026-04-07T19:16:56.834922,pre_autoresearch,True,True,False,False
find-vars-nlp-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T20:39:37Z,2026-04-08T14:30:33.498826,pre_autoresearch,True,True,False,False
arch-specific-data-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T21:52:15Z,2026-04-07T21:52:20.484800,pre_autoresearch,True,True,False,False
llm-intrusive-thoughts-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-07T23:21:35Z,2026-04-07T23:21:39.987789,pre_autoresearch,True,True,False,False
direction-conflation-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-08T15:07:57Z,2026-04-08T15:08:02.490783,pre_autoresearch,True,True,False,False
llm-text-limitations-33a4-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-12T22:33:43Z,2026-04-12T22:33:47.733470,pre_autoresearch,True,True,False,False
llm-text-limitations-fe0a-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-12T22:36:34Z,2026-04-12T22:36:38.850251,pre_autoresearch,True,True,False,False
text-llm-limitations-7bc7-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-12T22:36:38Z,2026-04-12T22:36:42.907229,pre_autoresearch,True,True,False,False
generalization-refusal-f96b-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-13T00:20:26Z,2026-04-13T00:20:30.096336,pre_autoresearch,True,True,False,False
generalization-refusal-f437-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-13T00:24:18Z,2026-04-13T00:24:22.742522,pre_autoresearch,True,True,False,False
sycophancy-lang-resources-d777-codex,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-13T04:50:05Z,2026-04-13T04:50:09.981636,pre_autoresearch,True,True,False,False
sycophancy-lang-resources-0311-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-13T04:50:20Z,2026-04-13T04:50:24.877521,pre_autoresearch,True,True,False,False
generalize-refusal-76f7-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-13T17:18:54Z,2026-04-13T17:18:58.762537,pre_autoresearch,True,True,False,False
sycophancy-lang-resources-f4fb-gemini,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-13T22:15:53Z,2026-04-13T22:15:58.246653,pre_autoresearch,True,True,False,False
math-distillation-v2-0a91-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-16T06:03:20Z,2026-04-16T06:04:28.261629,pre_autoresearch,True,True,False,False
math-distillation-v2-7cd5,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-16T13:22:10Z,2026-04-16T13:24:09.267051,pre_autoresearch,True,True,False,False
interp-incongruent-48af-claude,executed,True,True,,standard,high,run_timestamp_pre_autoresearch,codex,2026-04-19T20:56:09Z,2026-04-19T20:56:15.282872,pre_autoresearch,True,True,False,False
