repo_name,provider,stage_name,stage_started_at,stage_completed_at,stage_duration_sec,duration_source,success,return_code,has_error
llm-forget-better-claude,codex,resource_finder,2026-03-22T15:54:11.630163,2026-03-22T16:29:57.315316,2145.685153,timestamps,True,,False
llm-forget-better-claude,codex,experiment_runner,2026-03-22T16:29:57.315586,2026-03-22T17:09:23.375856,2366.06027,timestamps,True,,False
token-direction-stream-claude,codex,resource_finder,2026-03-22T17:15:21.468185,2026-03-22T17:37:55.120463,1353.652278,timestamps,True,,False
token-direction-stream-claude,codex,experiment_runner,2026-03-22T17:37:55.120808,2026-03-22T18:06:44.400916,1729.280108,timestamps,True,,False
non-pokemon-quality-nlp-claude,codex,resource_finder,2026-03-22T18:10:37.349257,2026-03-22T18:22:43.602979,726.253722,timestamps,True,,False
non-pokemon-quality-nlp-claude,codex,experiment_runner,2026-03-22T18:22:43.603324,2026-03-22T18:30:42.942009,479.338685,timestamps,True,,False
aligned-models-exasperati-claude,codex,resource_finder,2026-03-22T18:14:00.606880,2026-03-22T18:38:42.095221,1481.488341,timestamps,True,,False
aligned-models-exasperati-claude,codex,experiment_runner,2026-03-22T18:38:42.095555,2026-03-22T19:36:34.500225,3472.40467,timestamps,True,,False
no-costume-theories-claude,codex,resource_finder,2026-03-22T18:36:16.653932,2026-03-22T18:48:33.345089,736.691157,timestamps,True,,False
no-costume-theories-claude,codex,experiment_runner,2026-03-22T18:48:33.345580,2026-03-22T19:16:31.644463,1678.298883,timestamps,True,,False
similarity-eclipsing-claude,codex,resource_finder,2026-03-22T19:42:36.914242,2026-03-22T20:02:25.677138,1188.762896,timestamps,True,,False
similarity-eclipsing-claude,codex,experiment_runner,2026-03-22T20:02:25.677450,2026-03-22T20:28:01.857017,1536.179567,timestamps,True,,False
sim-sensory-nlp-claude,codex,resource_finder,2026-03-22T20:35:58.091381,2026-03-22T21:02:21.565286,1583.473905,timestamps,True,,False
sim-sensory-nlp-claude,codex,experiment_runner,2026-03-22T21:02:21.565780,2026-03-22T21:33:07.023665,1845.457885,timestamps,True,,False
llm-consciousness-info-claude,codex,resource_finder,2026-03-22T20:54:50.485818,2026-03-22T21:07:45.448430,774.962612,timestamps,True,,False
llm-consciousness-info-claude,codex,experiment_runner,2026-03-22T21:07:45.448833,2026-03-22T21:37:09.492622,1764.043789,timestamps,True,,False
steering-vector-decay-claude,codex,resource_finder,2026-03-22T21:42:13.210138,2026-03-22T22:01:13.731440,1140.521302,timestamps,True,,False
steering-vector-decay-claude,codex,experiment_runner,2026-03-22T22:01:13.731814,2026-03-22T23:06:13.491301,3899.759487,timestamps,True,,False
noncomp-phrases-nlp-claude,codex,resource_finder,2026-03-22T21:43:22.278999,2026-03-22T21:57:59.013712,876.734713,timestamps,True,,False
noncomp-phrases-nlp-claude,codex,experiment_runner,2026-03-22T21:57:59.014197,2026-03-22T22:27:33.186484,1774.172287,timestamps,True,,False
out-of-order-memoriz-claude,codex,resource_finder,2026-03-22T22:34:28.853250,2026-03-22T22:58:51.841868,1462.988618,timestamps,True,,False
out-of-order-memoriz-claude,codex,experiment_runner,2026-03-22T22:58:51.842130,2026-03-23T00:05:49.617130,4017.775,timestamps,True,,False
steering-vectors-nlp-claude,codex,resource_finder,2026-03-23T00:11:57.162881,2026-03-23T00:34:00.300165,1323.137284,timestamps,True,,False
steering-vectors-nlp-claude,codex,experiment_runner,2026-03-23T00:34:00.300474,2026-03-23T01:17:24.043578,2603.743104,timestamps,True,,False
llm-thankfulness-claude,codex,resource_finder,2026-03-23T00:15:38.040612,2026-03-23T00:45:24.337310,1786.296698,timestamps,True,,False
llm-thankfulness-claude,codex,experiment_runner,2026-03-23T00:45:24.337646,2026-03-23T00:56:45.686144,681.348498,timestamps,True,,False
mlp-token-mapping-claude,codex,resource_finder,2026-03-23T01:03:04.913358,2026-03-23T01:20:04.858452,1019.945094,timestamps,True,,False
mlp-token-mapping-claude,codex,experiment_runner,2026-03-23T01:20:04.858708,2026-03-23T01:34:20.797684,855.938976,timestamps,True,,False
llm-provocations-claude,codex,resource_finder,2026-03-23T01:24:03.412439,2026-03-23T01:44:23.731765,1220.319326,timestamps,True,,False
llm-provocations-claude,codex,experiment_runner,2026-03-23T01:44:23.732029,2026-03-23T02:08:43.726425,1459.994396,timestamps,True,,False
necessity-sufficiency-claude,codex,resource_finder,2026-03-23T01:40:19.737754,2026-03-23T02:14:32.252458,2052.514704,timestamps,True,,False
necessity-sufficiency-claude,codex,experiment_runner,2026-03-23T02:14:32.252814,2026-03-23T02:25:18.476545,646.223731,timestamps,True,,False
hard-to-describe-dir-claude,codex,resource_finder,2026-03-23T02:15:08.439551,2026-03-23T02:35:33.471293,1225.031742,timestamps,True,,False
hard-to-describe-dir-claude,codex,experiment_runner,2026-03-23T02:35:33.471643,2026-03-23T03:00:04.095235,1470.623592,timestamps,True,,False
dist-shift-curriculum-claude,codex,resource_finder,2026-04-07T16:18:52.240702,2026-04-07T16:41:36.272490,1364.031788,timestamps,True,,False
dist-shift-curriculum-claude,codex,experiment_runner,2026-04-07T16:41:36.272825,2026-04-07T18:32:09.629373,6633.356548,timestamps,True,,False
basis-vectors-persona-claude,codex,resource_finder,2026-03-23T03:06:31.029248,2026-03-23T03:33:55.615991,1644.586743,timestamps,True,,False
basis-vectors-persona-claude,codex,experiment_runner,2026-03-23T03:33:55.616271,2026-03-23T03:52:38.200693,1122.584422,timestamps,True,,False
adversarial-ood-robustnes-73d8-claude,codex,resource_finder,2026-03-23T03:21:03.312268,2026-03-23T03:43:09.302180,1325.989912,timestamps,True,,False
adversarial-ood-robustnes-73d8-claude,codex,experiment_runner,2026-03-23T03:43:09.302536,2026-03-23T05:50:34.909048,7645.606512,timestamps,True,,False
adv-ood-robustness-6bad-codex,codex,resource_finder,2026-03-23T03:21:05.776169,2026-03-23T03:32:31.783364,686.007195,timestamps,True,,False
adv-ood-robustness-6bad-codex,codex,experiment_runner,2026-03-23T03:32:31.783685,2026-03-23T03:58:08.575036,1536.791351,timestamps,True,,False
adv-ood-robustness-3427-gemini,codex,resource_finder,2026-03-23T03:21:17.954314,2026-03-23T03:30:05.525489,527.571175,timestamps,True,,False
adv-ood-robustness-3427-gemini,codex,experiment_runner,2026-03-23T03:30:05.525807,2026-03-23T05:02:36.794840,5551.269033,timestamps,True,,False
story-cot-nlp-claude,codex,resource_finder,2026-03-23T03:59:12.825140,2026-03-23T04:15:05.387779,952.562639,timestamps,True,,False
story-cot-nlp-claude,codex,experiment_runner,2026-03-23T04:15:05.388277,2026-03-23T04:31:42.629397,997.24112,timestamps,True,,False
llm-coverage-efficiency-claude,codex,resource_finder,2026-03-23T04:39:24.470540,2026-03-23T05:19:39.665751,2415.195211,timestamps,True,,False
llm-coverage-efficiency-claude,codex,experiment_runner,2026-03-23T05:19:39.666233,2026-03-23T05:57:11.840256,2252.174023,timestamps,True,,False
detecting-lies-nlp-3065-codex,codex,resource_finder,2026-03-23T05:22:44.660282,2026-03-23T05:35:07.188913,742.528631,timestamps,True,,False
detecting-lies-nlp-3065-codex,codex,experiment_runner,2026-03-23T05:35:07.189251,2026-03-23T05:53:04.114208,1076.924957,timestamps,True,,False
detecting-lies-nlp-777f-gemini,codex,resource_finder,2026-03-23T05:22:46.256622,2026-03-23T05:44:34.852908,1308.596286,timestamps,True,,False
detecting-lies-nlp-777f-gemini,codex,experiment_runner,2026-03-23T05:44:34.853190,2026-03-23T05:55:05.387631,630.534441,timestamps,True,,False
detecting-lies-nlp-c886-claude,codex,resource_finder,2026-03-23T05:59:14.131568,2026-03-23T06:25:49.976782,1595.845214,timestamps,True,,False
detecting-lies-nlp-c886-claude,codex,experiment_runner,2026-03-23T06:25:49.977083,2026-03-23T08:07:57.097388,6127.120305,timestamps,True,,False
factoring-friendly-assist-claude,codex,resource_finder,2026-03-23T06:03:02.492824,2026-03-23T06:17:58.965461,896.472637,timestamps,True,,False
factoring-friendly-assist-claude,codex,experiment_runner,2026-03-23T06:17:58.965945,2026-03-23T06:28:40.197082,641.231137,timestamps,True,,False
llm-tongue-twisters-claude,codex,resource_finder,2026-03-23T06:34:16.908060,2026-03-23T07:03:40.732901,1763.824841,timestamps,True,,False
llm-tongue-twisters-claude,codex,experiment_runner,2026-03-23T07:03:40.733150,2026-03-23T08:01:38.104378,3477.371228,timestamps,True,,False
self-critique-ai-writer-claude,codex,resource_finder,2026-03-23T08:08:38.362500,2026-03-23T08:50:38.302088,2519.939588,timestamps,True,,False
self-critique-ai-writer-claude,codex,experiment_runner,2026-03-23T08:50:38.302410,2026-03-23T09:45:21.673230,3283.37082,timestamps,True,,False
inctx-if-then-capacity-claude,codex,resource_finder,2026-03-23T11:30:07.845740,2026-03-23T11:53:39.020234,1411.174494,timestamps,True,,False
inctx-if-then-capacity-claude,codex,experiment_runner,2026-03-23T11:53:39.020714,2026-03-23T12:12:44.289152,1145.268438,timestamps,True,,False
model-count-french-claude,codex,resource_finder,2026-03-23T12:18:47.278178,2026-03-23T12:43:24.180550,1476.902372,timestamps,True,,False
model-count-french-claude,codex,experiment_runner,2026-03-23T12:43:24.181057,2026-03-23T12:58:47.664913,923.483856,timestamps,True,,False
1p-rlhf-claude,codex,resource_finder,2026-03-23T13:05:00.043819,2026-03-23T13:28:56.959248,1436.915429,timestamps,True,,False
1p-rlhf-claude,codex,experiment_runner,2026-03-23T13:28:56.959545,2026-03-23T15:17:22.730714,6505.771169,timestamps,True,,False
instruct-story-mix-claude,codex,resource_finder,2026-03-23T15:23:51.259289,2026-03-23T16:11:24.646356,2853.387067,timestamps,True,,False
instruct-story-mix-claude,codex,experiment_runner,2026-03-23T16:11:24.646713,2026-03-23T16:42:38.691061,1874.044348,timestamps,True,,False
map-of-vibe-space-claude,codex,resource_finder,2026-03-23T16:48:49.532391,2026-03-23T17:14:34.426510,1544.894119,timestamps,True,,False
map-of-vibe-space-claude,codex,experiment_runner,2026-03-23T17:14:34.426869,2026-03-23T17:43:24.468207,1730.041338,timestamps,True,,False
keep-base-models-claude,codex,resource_finder,2026-03-23T17:49:21.915356,2026-03-23T18:34:53.793925,2731.878569,timestamps,True,,False
keep-base-models-claude,codex,experiment_runner,2026-03-23T18:34:53.794174,2026-03-23T19:38:25.395525,3811.601351,timestamps,True,,False
chain-of-thought-conv-claude,codex,resource_finder,2026-03-23T22:56:42.943730,2026-03-23T23:18:56.504257,1333.560527,timestamps,True,,False
chain-of-thought-conv-claude,codex,experiment_runner,2026-03-23T23:18:56.504611,2026-03-24T00:41:36.971923,4960.467312,timestamps,True,,False
llm-pain-analysis-claude,codex,resource_finder,2026-04-07T21:52:19.545987,2026-04-07T22:19:08.452715,1608.906728,timestamps,True,,False
llm-pain-analysis-claude,codex,experiment_runner,2026-04-07T22:19:08.453068,2026-04-07T23:15:47.303304,3398.850236,timestamps,True,,False
artificial-outsiders-nlp-9b1b-claude,codex,resource_finder,2026-03-24T15:14:26.148793,2026-03-24T15:56:07.219414,2501.070621,timestamps,True,,False
artificial-outsiders-nlp-9b1b-claude,codex,experiment_runner,2026-03-24T15:56:07.219691,2026-03-24T17:05:36.801165,4169.581474,timestamps,True,,False
trace-impurities-ce-claude,codex,resource_finder,2026-03-24T17:59:51.301801,2026-03-24T18:32:50.660107,1979.358306,timestamps,True,,False
trace-impurities-ce-claude,codex,experiment_runner,2026-03-24T18:32:50.660656,2026-03-24T18:48:34.349202,943.688546,timestamps,True,,False
function-vectors-nlp-d7c3-claude,codex,resource_finder,2026-03-29T23:36:14.857428,2026-03-30T00:03:23.627204,1628.769776,timestamps,True,,False
function-vectors-nlp-d7c3-claude,codex,experiment_runner,2026-03-30T00:03:23.627706,2026-03-30T01:48:58.866401,6335.238695,timestamps,True,,False
function-vectors-nlp-2537-codex,codex,resource_finder,2026-03-29T23:39:08.647500,2026-03-29T23:48:45.438018,576.790518,timestamps,True,,False
function-vectors-nlp-2537-codex,codex,experiment_runner,2026-03-29T23:48:45.438958,2026-03-30T00:07:57.593619,1152.154661,timestamps,True,,False
function-vectors-nlp-299e-gemini,codex,resource_finder,2026-03-29T23:39:09.408452,2026-03-30T00:04:22.122388,1512.713936,timestamps,True,,False
function-vectors-nlp-299e-gemini,codex,experiment_runner,2026-03-30T00:04:22.122667,2026-03-30T00:59:39.843091,3317.720424,timestamps,True,,False
math-distillation-d448-claude,codex,resource_finder,2026-03-30T02:46:21.187155,2026-03-30T03:05:33.487500,1152.300345,timestamps,True,,False
math-distillation-d448-claude,codex,experiment_runner,2026-03-30T03:05:33.487976,2026-03-30T04:01:08.705274,3335.217298,timestamps,True,,False
math-distillation-57a1-gemini,codex,resource_finder,2026-03-30T02:46:30.209595,2026-03-30T03:01:58.628824,928.419229,timestamps,True,,False
math-distillation-57a1-gemini,codex,experiment_runner,2026-03-30T03:01:58.629146,2026-03-30T03:10:09.726540,491.097394,timestamps,True,,False
llm-bullying-analysis-9159-claude,codex,resource_finder,2026-03-30T04:31:21.647728,2026-03-30T05:01:03.291855,1781.644127,timestamps,True,,False
llm-bullying-analysis-9159-claude,codex,experiment_runner,2026-03-30T05:01:03.292187,2026-03-30T06:08:43.124443,4059.832256,timestamps,True,,False
llm-bullying-detection-e4d9-codex,codex,resource_finder,2026-03-30T04:31:32.887844,2026-03-30T04:45:13.332096,820.444252,timestamps,True,,False
llm-bullying-detection-e4d9-codex,codex,experiment_runner,2026-03-30T04:45:13.332404,2026-03-30T05:25:55.270894,2441.93849,timestamps,True,,False
llm-bullying-analysis-9ffe-gemini,codex,resource_finder,2026-03-30T04:31:35.718586,2026-03-30T04:48:42.744013,1027.025427,timestamps,True,,False
llm-bullying-analysis-9ffe-gemini,codex,experiment_runner,2026-03-30T04:48:42.745406,2026-03-30T04:58:35.935767,593.190361,timestamps,True,,False
math-distillation-c376-codex,codex,resource_finder,2026-03-30T08:01:14.812270,2026-03-30T08:10:17.328699,542.516429,timestamps,True,,False
math-distillation-c376-codex,codex,experiment_runner,2026-03-30T08:10:17.329053,2026-03-30T08:18:34.697816,497.368763,timestamps,True,,False
adversarial-tone-llm-2ab2-claude,codex,resource_finder,2026-04-04T16:13:01.443280,2026-04-04T16:22:20.589336,559.146056,timestamps,True,,False
adversarial-tone-llm-2ab2-claude,codex,experiment_runner,2026-04-04T16:22:20.589646,2026-04-04T16:29:32.924166,432.33452,timestamps,True,,False
null-robustness-mapping-8bf6-claude,codex,resource_finder,2026-04-04T16:38:17.674895,2026-04-04T16:52:05.526444,827.851549,timestamps,True,,False
null-robustness-mapping-8bf6-claude,codex,experiment_runner,2026-04-04T16:52:05.526758,2026-04-04T17:08:21.172233,975.645475,timestamps,True,,False
phase-transitions-llm-5d8c-claude,codex,resource_finder,2026-04-04T17:19:06.610173,2026-04-04T18:50:37.620869,5491.010696,timestamps,True,,False
phase-transitions-llm-5d8c-claude,codex,experiment_runner,2026-04-04T18:50:37.621328,2026-04-04T19:11:10.388261,1232.766933,timestamps,True,,False
adversarial-battery-4ef6-claude,codex,resource_finder,2026-04-04T19:25:57.665897,2026-04-04T19:40:04.508363,846.842466,timestamps,True,,False
adversarial-battery-4ef6-claude,codex,experiment_runner,2026-04-04T19:40:04.508612,2026-04-04T19:50:33.656352,629.14774,timestamps,True,,False
math-align-invariant-9640-claude,codex,resource_finder,2026-04-04T20:00:03.318181,2026-04-04T20:14:35.600055,872.281874,timestamps,True,,False
math-align-invariant-9640-claude,codex,experiment_runner,2026-04-04T20:14:35.600523,2026-04-04T20:30:54.056095,978.455572,timestamps,True,,False
compositional-directions-17d5-claude,codex,resource_finder,2026-04-05T21:59:50.242067,2026-04-05T22:27:48.505772,1678.263705,timestamps,True,,False
compositional-directions-17d5-claude,codex,experiment_runner,2026-04-05T22:27:48.506181,2026-04-05T22:51:54.224898,1445.718717,timestamps,True,,False
compositional-directions-fe75-codex,codex,resource_finder,2026-04-05T22:06:01.013184,2026-04-05T22:15:55.542950,594.529766,timestamps,True,,False
compositional-directions-fe75-codex,codex,experiment_runner,2026-04-05T22:15:55.543278,2026-04-05T22:41:53.755595,1558.212317,timestamps,True,,False
compositional-directions-cf35-gemini,codex,resource_finder,2026-04-06T00:23:56.788741,2026-04-06T00:45:49.308514,1312.519773,timestamps,True,,False
compositional-directions-cf35-gemini,codex,experiment_runner,2026-04-06T00:45:49.308807,2026-04-06T00:57:29.556835,700.248028,timestamps,True,,False
underrated-metric-nlp-0ca5-claude,codex,resource_finder,2026-04-06T00:36:21.233296,2026-04-06T00:53:07.523917,1006.290621,timestamps,True,,False
underrated-metric-nlp-0ca5-claude,codex,experiment_runner,2026-04-06T00:53:07.524410,2026-04-06T02:33:12.768119,6005.243709,timestamps,True,,False
underrated-metric-nlp-f82f-codex,codex,resource_finder,2026-04-06T00:36:21.941074,2026-04-06T00:44:39.098871,497.157797,timestamps,True,,False
underrated-metric-nlp-f82f-codex,codex,experiment_runner,2026-04-06T00:44:39.099303,2026-04-06T01:40:09.266128,3330.166825,timestamps,True,,False
underrated-metric-nlp-51aa-gemini,codex,resource_finder,2026-04-06T01:28:52.354955,2026-04-06T01:37:17.313510,504.958555,timestamps,True,,False
underrated-metric-nlp-51aa-gemini,codex,experiment_runner,2026-04-06T01:37:17.313787,2026-04-06T01:49:34.063502,736.749715,timestamps,True,,False
reasoning-trace-robustnes-318e-codex,codex,resource_finder,2026-04-06T02:47:44.990477,2026-04-06T03:15:22.349164,1657.358687,timestamps,True,,False
reasoning-trace-robustnes-318e-codex,codex,experiment_runner,2026-04-06T03:15:22.349546,2026-04-06T04:23:34.119490,4091.769944,timestamps,True,,False
reasoning-trace-robustnes-dd20-gemini,codex,resource_finder,2026-04-06T02:47:48.749692,2026-04-06T03:01:50.743868,841.994176,timestamps,True,,False
reasoning-trace-robustnes-dd20-gemini,codex,experiment_runner,2026-04-06T03:01:50.744205,2026-04-06T03:25:44.196722,1433.452517,timestamps,True,,False
reasoning-trace-robustnes-6b65-claude,codex,resource_finder,2026-04-06T07:07:03.300980,2026-04-06T07:34:10.230840,1626.92986,timestamps,True,,False
reasoning-trace-robustnes-6b65-claude,codex,experiment_runner,2026-04-06T07:34:10.231387,2026-04-06T07:52:26.257376,1096.025989,timestamps,True,,False
sycophancy-lang-resources-6bb3-claude,codex,resource_finder,2026-04-07T01:18:36.735735,2026-04-07T01:32:25.055139,828.319404,timestamps,True,,False
sycophancy-lang-resources-6bb3-claude,codex,experiment_runner,2026-04-07T01:32:25.055651,2026-04-07T02:06:28.006885,2042.951234,timestamps,True,,False
monotonicity-bias-nlp-claude,codex,resource_finder,2026-04-08T14:30:34.929639,2026-04-08T14:53:09.862478,1354.932839,timestamps,True,,False
monotonicity-bias-nlp-claude,codex,experiment_runner,2026-04-08T14:53:09.862814,2026-04-08T15:01:52.591448,522.728634,timestamps,True,,False
cond-steering-vectors-claude,codex,resource_finder,2026-04-07T01:28:40.957056,2026-04-07T01:54:19.775592,1538.818536,timestamps,True,,False
cond-steering-vectors-claude,codex,experiment_runner,2026-04-07T01:54:19.775843,2026-04-07T02:19:14.683179,1494.907336,timestamps,True,,False
context-heavy-personas-claude,codex,resource_finder,2026-04-07T02:26:02.666198,2026-04-07T02:39:53.585427,830.919229,timestamps,True,,False
context-heavy-personas-claude,codex,experiment_runner,2026-04-07T02:39:53.585841,2026-04-07T03:18:33.335110,2319.749269,timestamps,True,,False
adv-prompts-firewalls-claude,codex,resource_finder,2026-04-07T03:23:25.380154,2026-04-07T03:47:02.161600,1416.781446,timestamps,True,,False
adv-prompts-firewalls-claude,codex,experiment_runner,2026-04-07T03:47:02.161872,2026-04-07T04:02:44.673137,942.511265,timestamps,True,,False
compositional-directions-claude,codex,resource_finder,2026-04-07T04:08:27.331518,2026-04-07T04:22:49.605231,862.273713,timestamps,True,,False
compositional-directions-claude,codex,experiment_runner,2026-04-07T04:22:49.605713,2026-04-07T04:42:15.560307,1165.954594,timestamps,True,,False
llm-text-limitations-claude,codex,resource_finder,2026-04-07T04:49:25.184055,2026-04-07T05:21:22.681184,1917.497129,timestamps,True,,False
llm-text-limitations-claude,codex,experiment_runner,2026-04-07T05:21:22.681448,2026-04-07T06:20:27.661054,3544.979606,timestamps,True,,False
anchoring-bias-lookback-claude,codex,resource_finder,2026-04-07T06:26:52.402881,2026-04-07T06:52:02.519918,1510.117037,timestamps,True,,False
anchoring-bias-lookback-claude,codex,experiment_runner,2026-04-07T06:52:02.520182,2026-04-07T07:17:06.423917,1503.903735,timestamps,True,,False
small-gradients-nlp-claude,codex,resource_finder,2026-04-07T07:23:01.465937,2026-04-07T07:47:43.342327,1481.87639,timestamps,True,,False
small-gradients-nlp-claude,codex,experiment_runner,2026-04-07T07:47:43.342804,2026-04-07T09:22:12.704496,5669.361692,timestamps,True,,False
llm-similar-sounds-claude,codex,resource_finder,2026-04-07T09:28:27.580234,2026-04-07T09:39:00.971666,633.391432,timestamps,True,,False
llm-similar-sounds-claude,codex,experiment_runner,2026-04-07T09:39:00.972149,2026-04-07T10:49:00.316198,4199.344049,timestamps,True,,False
llm-offense-analysis-claude,codex,resource_finder,2026-04-07T10:54:18.304304,2026-04-07T11:35:39.067495,2480.763191,timestamps,True,,False
llm-offense-analysis-claude,codex,experiment_runner,2026-04-07T11:35:39.067866,2026-04-07T11:54:14.417361,1115.349495,timestamps,True,,False
artificial-outsiders-nlp-claude,codex,resource_finder,2026-04-07T12:00:20.217449,2026-04-07T12:35:08.572238,2088.354789,timestamps,True,,False
artificial-outsiders-nlp-claude,codex,experiment_runner,2026-04-07T12:35:08.572674,2026-04-07T12:52:40.608232,1052.035558,timestamps,True,,False
leading-personas-nlp-claude,codex,resource_finder,2026-04-07T12:57:36.321457,2026-04-07T13:20:59.631925,1403.310468,timestamps,True,,False
leading-personas-nlp-claude,codex,experiment_runner,2026-04-07T13:20:59.632186,2026-04-07T15:26:35.309365,7535.677179,timestamps,True,,False
underrated-novelty-nlp-claude,codex,resource_finder,2026-04-07T15:32:35.724807,2026-04-07T15:48:23.088935,947.364128,timestamps,True,,False
underrated-novelty-nlp-claude,codex,experiment_runner,2026-04-07T15:48:23.089355,2026-04-07T16:11:47.136134,1404.046779,timestamps,True,,False
llm-complex-patterns-claude,codex,resource_finder,2026-04-07T18:39:02.726667,2026-04-07T18:55:30.137046,987.410379,timestamps,True,,False
llm-complex-patterns-claude,codex,experiment_runner,2026-04-07T18:55:30.137291,2026-04-07T19:11:41.245088,971.107797,timestamps,True,,False
sweaty-liars-nlp-claude,codex,resource_finder,2026-04-07T19:16:56.835261,2026-04-07T19:37:06.561384,1209.726123,timestamps,True,,False
sweaty-liars-nlp-claude,codex,experiment_runner,2026-04-07T19:37:06.561675,2026-04-07T20:33:12.881020,3366.319345,timestamps,True,,False
find-vars-nlp-claude,codex,resource_finder,2026-04-08T14:30:33.499181,2026-04-08T15:06:38.351905,2164.852724,timestamps,True,,False
find-vars-nlp-claude,codex,experiment_runner,2026-04-08T15:06:38.352209,2026-04-08T15:42:59.149957,2180.797748,timestamps,True,,False
arch-specific-data-claude,codex,resource_finder,2026-04-07T21:52:20.485133,2026-04-07T22:13:25.712772,1265.227639,timestamps,True,,False
arch-specific-data-claude,codex,experiment_runner,2026-04-07T22:13:25.713258,2026-04-07T23:19:58.188279,3992.475021,timestamps,True,,False
llm-intrusive-thoughts-claude,codex,resource_finder,2026-04-07T23:21:39.988092,2026-04-07T23:44:36.992080,1377.003988,timestamps,True,,False
llm-intrusive-thoughts-claude,codex,experiment_runner,2026-04-07T23:44:36.992324,2026-04-08T01:36:57.177295,6740.184971,timestamps,True,,False
direction-conflation-claude,codex,resource_finder,2026-04-08T15:08:02.491083,2026-04-08T15:25:28.915967,1046.424884,timestamps,True,,False
direction-conflation-claude,codex,experiment_runner,2026-04-08T15:25:28.916227,2026-04-08T15:40:22.939540,894.023313,timestamps,True,,False
llm-text-limitations-33a4-claude,codex,resource_finder,2026-04-12T22:33:47.733807,2026-04-12T23:03:11.037252,1763.303445,timestamps,True,,False
llm-text-limitations-33a4-claude,codex,experiment_runner,2026-04-12T23:03:11.037664,2026-04-12T23:33:02.660831,1791.623167,timestamps,True,,False
llm-text-limitations-fe0a-codex,codex,resource_finder,2026-04-12T22:36:38.850568,2026-04-12T22:45:32.603836,533.753268,timestamps,True,,False
llm-text-limitations-fe0a-codex,codex,experiment_runner,2026-04-12T22:45:32.604120,2026-04-12T23:11:15.739989,1543.135869,timestamps,True,,False
text-llm-limitations-7bc7-gemini,codex,resource_finder,2026-04-12T22:36:42.907591,2026-04-12T22:50:04.452711,801.54512,timestamps,True,,False
text-llm-limitations-7bc7-gemini,codex,experiment_runner,2026-04-12T22:50:04.453057,2026-04-12T23:17:31.557346,1647.104289,timestamps,True,,False
generalization-refusal-f96b-codex,codex,resource_finder,2026-04-13T00:20:30.096677,2026-04-13T00:31:44.288505,674.191828,timestamps,True,,False
generalization-refusal-f96b-codex,codex,experiment_runner,2026-04-13T00:31:44.288765,2026-04-13T07:10:45.286788,23940.998023,timestamps,True,,False
generalization-refusal-f437-claude,codex,resource_finder,2026-04-13T00:24:22.742859,2026-04-13T00:35:24.072313,661.329454,timestamps,True,,False
generalization-refusal-f437-claude,codex,experiment_runner,2026-04-13T00:35:24.072666,2026-04-13T03:57:11.490463,12107.417797,timestamps,True,,False
sycophancy-lang-resources-d777-codex,codex,resource_finder,2026-04-13T04:50:09.982066,2026-04-13T04:59:30.004590,560.022524,timestamps,True,,False
sycophancy-lang-resources-d777-codex,codex,experiment_runner,2026-04-13T04:59:30.004963,2026-04-13T06:32:20.767178,5570.762215,timestamps,True,,False
sycophancy-lang-resources-0311-claude,codex,resource_finder,2026-04-13T04:50:24.878087,2026-04-13T05:17:41.014476,1636.136389,timestamps,True,,False
sycophancy-lang-resources-0311-claude,codex,experiment_runner,2026-04-13T05:17:41.014758,2026-04-13T06:06:51.284727,2950.269969,timestamps,True,,False
generalize-refusal-76f7-gemini,codex,resource_finder,2026-04-13T17:18:58.762949,2026-04-13T17:32:56.149901,837.386952,timestamps,True,,False
generalize-refusal-76f7-gemini,codex,experiment_runner,2026-04-13T17:32:56.150397,2026-04-13T19:05:55.658195,5579.507798,timestamps,True,,False
sycophancy-lang-resources-f4fb-gemini,codex,resource_finder,2026-04-13T22:15:58.246980,2026-04-13T22:37:41.318424,1303.071444,timestamps,True,,False
sycophancy-lang-resources-f4fb-gemini,codex,experiment_runner,2026-04-13T22:37:41.318681,2026-04-13T23:38:10.957747,3629.639066,timestamps,True,,False
math-distillation-v2-0a91-claude,codex,resource_finder,2026-04-16T06:04:28.262031,2026-04-16T06:17:51.861279,803.599248,timestamps,True,,False
math-distillation-v2-0a91-claude,codex,experiment_runner,2026-04-16T06:17:51.861761,2026-04-16T06:50:51.773208,1979.911447,timestamps,True,,False
math-distillation-v2-7cd5,codex,resource_finder,2026-04-16T13:24:09.267452,2026-04-16T13:39:35.807116,926.539664,timestamps,True,,False
math-distillation-v2-7cd5,codex,experiment_runner,2026-04-16T13:39:35.807423,2026-04-16T14:10:09.106166,1833.298743,timestamps,True,,False
interp-incongruent-48af-claude,codex,resource_finder,2026-04-19T20:56:15.283192,2026-04-19T21:23:36.214366,1640.931174,timestamps,True,,False
interp-incongruent-48af-claude,codex,experiment_runner,2026-04-19T21:23:36.215019,2026-04-19T21:43:52.232446,1216.017427,timestamps,True,,False
interp-incongruent-79b3-codex,codex,resource_finder,2026-04-19T20:57:14.658380,2026-04-19T21:08:14.088405,659.430025,timestamps,True,,False
interp-incongruent-79b3-codex,codex,experiment_runner,2026-04-19T21:08:14.088707,2026-04-19T21:45:44.066811,2249.978104,timestamps,True,,False
interp-incongruent-3e42-gemini,codex,resource_finder,2026-04-19T20:57:42.535505,2026-04-19T21:11:17.628013,815.092508,timestamps,True,,False
