name	full_name	ssh_url	clone_url	html_url	created_at	updated_at	pushed_at	default_branch	size
fix-user-intent-nlp-codex	Hypogenic-AI/fix-user-intent-nlp-codex	git@github.com:Hypogenic-AI/fix-user-intent-nlp-codex.git	https://github.com/Hypogenic-AI/fix-user-intent-nlp-codex.git	https://github.com/Hypogenic-AI/fix-user-intent-nlp-codex	2026-02-09T05:01:28Z	2026-02-09T05:45:36Z	2026-02-09T05:45:31Z	main	16200
fixing-user-intent-gemini	Hypogenic-AI/fixing-user-intent-gemini	git@github.com:Hypogenic-AI/fixing-user-intent-gemini.git	https://github.com/Hypogenic-AI/fixing-user-intent-gemini.git	https://github.com/Hypogenic-AI/fixing-user-intent-gemini	2026-02-09T05:09:52Z	2026-02-11T18:30:12Z	2026-02-11T18:30:06Z	main	42434
humor-recognition-llm-ca34-claude	Hypogenic-AI/humor-recognition-llm-ca34-claude	git@github.com:Hypogenic-AI/humor-recognition-llm-ca34-claude.git	https://github.com/Hypogenic-AI/humor-recognition-llm-ca34-claude.git	https://github.com/Hypogenic-AI/humor-recognition-llm-ca34-claude	2026-02-09T22:01:22Z	2026-02-09T23:26:38Z	2026-02-09T23:26:33Z	main	123650
cefr-text-difficulty-0907-claude	Hypogenic-AI/cefr-text-difficulty-0907-claude	git@github.com:Hypogenic-AI/cefr-text-difficulty-0907-claude.git	https://github.com/Hypogenic-AI/cefr-text-difficulty-0907-claude.git	https://github.com/Hypogenic-AI/cefr-text-difficulty-0907-claude	2026-02-09T23:50:10Z	2026-02-10T01:45:35Z	2026-02-10T01:45:30Z	main	35265
news-from-future-ai-aed4-claude	Hypogenic-AI/news-from-future-ai-aed4-claude	git@github.com:Hypogenic-AI/news-from-future-ai-aed4-claude.git	https://github.com/Hypogenic-AI/news-from-future-ai-aed4-claude.git	https://github.com/Hypogenic-AI/news-from-future-ai-aed4-claude	2026-02-10T16:40:06Z	2026-02-10T18:04:26Z	2026-02-10T18:04:20Z	main	74844
llm-human-vs-llm-fa51-claude	Hypogenic-AI/llm-human-vs-llm-fa51-claude	git@github.com:Hypogenic-AI/llm-human-vs-llm-fa51-claude.git	https://github.com/Hypogenic-AI/llm-human-vs-llm-fa51-claude.git	https://github.com/Hypogenic-AI/llm-human-vs-llm-fa51-claude	2026-02-10T18:31:50Z	2026-02-10T20:51:18Z	2026-02-10T20:51:10Z	main	38760
fix-lazy-llms-f21e-claude	Hypogenic-AI/fix-lazy-llms-f21e-claude	git@github.com:Hypogenic-AI/fix-lazy-llms-f21e-claude.git	https://github.com/Hypogenic-AI/fix-lazy-llms-f21e-claude.git	https://github.com/Hypogenic-AI/fix-lazy-llms-f21e-claude	2026-02-10T20:12:39Z	2026-02-16T20:14:15Z	2026-02-11T03:39:35Z	main	72866
alignment-watermark-0988-claude	Hypogenic-AI/alignment-watermark-0988-claude	git@github.com:Hypogenic-AI/alignment-watermark-0988-claude.git	https://github.com/Hypogenic-AI/alignment-watermark-0988-claude.git	https://github.com/Hypogenic-AI/alignment-watermark-0988-claude	2026-02-10T23:18:29Z	2026-02-11T03:44:22Z	2026-02-11T03:44:17Z	main	84750
isolate-knowledge-updates-f3cd-claude	Hypogenic-AI/isolate-knowledge-updates-f3cd-claude	git@github.com:Hypogenic-AI/isolate-knowledge-updates-f3cd-claude.git	https://github.com/Hypogenic-AI/isolate-knowledge-updates-f3cd-claude.git	https://github.com/Hypogenic-AI/isolate-knowledge-updates-f3cd-claude	2026-02-11T03:45:27Z	2026-02-11T04:54:55Z	2026-02-11T04:54:49Z	main	88066
mechanistic-llm-tools-53ce-claude	Hypogenic-AI/mechanistic-llm-tools-53ce-claude	git@github.com:Hypogenic-AI/mechanistic-llm-tools-53ce-claude.git	https://github.com/Hypogenic-AI/mechanistic-llm-tools-53ce-claude.git	https://github.com/Hypogenic-AI/mechanistic-llm-tools-53ce-claude	2026-02-11T03:45:47Z	2026-02-11T05:20:42Z	2026-02-11T05:20:37Z	main	82577
refine-llm-trading-e871-claude	Hypogenic-AI/refine-llm-trading-e871-claude	git@github.com:Hypogenic-AI/refine-llm-trading-e871-claude.git	https://github.com/Hypogenic-AI/refine-llm-trading-e871-claude.git	https://github.com/Hypogenic-AI/refine-llm-trading-e871-claude	2026-02-11T05:22:07Z	2026-02-11T06:43:17Z	2026-02-11T06:43:11Z	main	83876
carrot-or-stick-nlp-1462-claude	Hypogenic-AI/carrot-or-stick-nlp-1462-claude	git@github.com:Hypogenic-AI/carrot-or-stick-nlp-1462-claude.git	https://github.com/Hypogenic-AI/carrot-or-stick-nlp-1462-claude.git	https://github.com/Hypogenic-AI/carrot-or-stick-nlp-1462-claude	2026-02-11T05:23:01Z	2026-02-11T06:41:05Z	2026-02-11T06:41:01Z	main	29816
llm-linguistic-eval-dad4-claude	Hypogenic-AI/llm-linguistic-eval-dad4-claude	git@github.com:Hypogenic-AI/llm-linguistic-eval-dad4-claude.git	https://github.com/Hypogenic-AI/llm-linguistic-eval-dad4-claude.git	https://github.com/Hypogenic-AI/llm-linguistic-eval-dad4-claude	2026-02-11T16:44:49Z	2026-02-11T21:51:57Z	2026-02-11T21:51:51Z	main	73432
llm-epistemic-beliefs-79a0-claude	Hypogenic-AI/llm-epistemic-beliefs-79a0-claude	git@github.com:Hypogenic-AI/llm-epistemic-beliefs-79a0-claude.git	https://github.com/Hypogenic-AI/llm-epistemic-beliefs-79a0-claude.git	https://github.com/Hypogenic-AI/llm-epistemic-beliefs-79a0-claude	2026-02-11T16:45:13Z	2026-02-11T18:16:01Z	2026-02-11T18:15:54Z	main	147262
uncertainty-llms-75dc-claude	Hypogenic-AI/uncertainty-llms-75dc-claude	git@github.com:Hypogenic-AI/uncertainty-llms-75dc-claude.git	https://github.com/Hypogenic-AI/uncertainty-llms-75dc-claude.git	https://github.com/Hypogenic-AI/uncertainty-llms-75dc-claude	2026-02-11T17:09:42Z	2026-02-11T21:39:47Z	2026-02-11T21:39:39Z	main	124737
llm-pragmatic-sensitivity-216e-claude	Hypogenic-AI/llm-pragmatic-sensitivity-216e-claude	git@github.com:Hypogenic-AI/llm-pragmatic-sensitivity-216e-claude.git	https://github.com/Hypogenic-AI/llm-pragmatic-sensitivity-216e-claude.git	https://github.com/Hypogenic-AI/llm-pragmatic-sensitivity-216e-claude	2026-02-11T18:40:48Z	2026-02-11T20:30:49Z	2026-02-11T20:30:43Z	main	48606
collab-rlvr-reasoning-f8bd-claude	Hypogenic-AI/collab-rlvr-reasoning-f8bd-claude	git@github.com:Hypogenic-AI/collab-rlvr-reasoning-f8bd-claude.git	https://github.com/Hypogenic-AI/collab-rlvr-reasoning-f8bd-claude.git	https://github.com/Hypogenic-AI/collab-rlvr-reasoning-f8bd-claude	2026-02-11T23:17:16Z	2026-02-12T02:56:29Z	2026-02-12T02:56:22Z	main	172629
emergent-misalignment-13b1-claude	Hypogenic-AI/emergent-misalignment-13b1-claude	git@github.com:Hypogenic-AI/emergent-misalignment-13b1-claude.git	https://github.com/Hypogenic-AI/emergent-misalignment-13b1-claude.git	https://github.com/Hypogenic-AI/emergent-misalignment-13b1-claude	2026-02-11T23:17:35Z	2026-02-12T06:18:59Z	2026-02-12T06:18:48Z	main	49712
adversarial-prompts-abe2-claude	Hypogenic-AI/adversarial-prompts-abe2-claude	git@github.com:Hypogenic-AI/adversarial-prompts-abe2-claude.git	https://github.com/Hypogenic-AI/adversarial-prompts-abe2-claude.git	https://github.com/Hypogenic-AI/adversarial-prompts-abe2-claude	2026-02-11T23:17:56Z	2026-02-12T01:00:16Z	2026-02-12T01:00:10Z	main	68564
fairness-llm-calibration-0618-claude	Hypogenic-AI/fairness-llm-calibration-0618-claude	git@github.com:Hypogenic-AI/fairness-llm-calibration-0618-claude.git	https://github.com/Hypogenic-AI/fairness-llm-calibration-0618-claude.git	https://github.com/Hypogenic-AI/fairness-llm-calibration-0618-claude	2026-02-12T16:59:09Z	2026-02-12T18:07:24Z	2026-02-12T18:06:14Z	main	58976
sounds-like-ai-61e8-gemini	Hypogenic-AI/sounds-like-ai-61e8-gemini	git@github.com:Hypogenic-AI/sounds-like-ai-61e8-gemini.git	https://github.com/Hypogenic-AI/sounds-like-ai-61e8-gemini.git	https://github.com/Hypogenic-AI/sounds-like-ai-61e8-gemini	2026-02-14T22:40:50Z	2026-02-14T23:17:18Z	2026-02-14T23:17:13Z	main	58962
sounds-like-ai-02cd-codex	Hypogenic-AI/sounds-like-ai-02cd-codex	git@github.com:Hypogenic-AI/sounds-like-ai-02cd-codex.git	https://github.com/Hypogenic-AI/sounds-like-ai-02cd-codex.git	https://github.com/Hypogenic-AI/sounds-like-ai-02cd-codex	2026-02-14T22:40:52Z	2026-02-14T23:16:11Z	2026-02-14T23:16:05Z	main	42315
residual-stream-ai-a924-claude	Hypogenic-AI/residual-stream-ai-a924-claude	git@github.com:Hypogenic-AI/residual-stream-ai-a924-claude.git	https://github.com/Hypogenic-AI/residual-stream-ai-a924-claude.git	https://github.com/Hypogenic-AI/residual-stream-ai-a924-claude	2026-02-14T22:40:55Z	2026-02-15T02:11:25Z	2026-02-15T02:11:19Z	main	113814
multi-turn-regress-fb0d-gemini	Hypogenic-AI/multi-turn-regress-fb0d-gemini	git@github.com:Hypogenic-AI/multi-turn-regress-fb0d-gemini.git	https://github.com/Hypogenic-AI/multi-turn-regress-fb0d-gemini.git	https://github.com/Hypogenic-AI/multi-turn-regress-fb0d-gemini	2026-02-15T02:12:31Z	2026-02-15T02:48:35Z	2026-02-15T02:48:30Z	main	36568
multi-turn-regress-d8b8-claude	Hypogenic-AI/multi-turn-regress-d8b8-claude	git@github.com:Hypogenic-AI/multi-turn-regress-d8b8-claude.git	https://github.com/Hypogenic-AI/multi-turn-regress-d8b8-claude.git	https://github.com/Hypogenic-AI/multi-turn-regress-d8b8-claude	2026-02-15T22:11:11Z	2026-02-16T00:23:39Z	2026-02-16T00:23:33Z	main	62964
multi-turn-regress-aaaa-codex	Hypogenic-AI/multi-turn-regress-aaaa-codex	git@github.com:Hypogenic-AI/multi-turn-regress-aaaa-codex.git	https://github.com/Hypogenic-AI/multi-turn-regress-aaaa-codex.git	https://github.com/Hypogenic-AI/multi-turn-regress-aaaa-codex	2026-02-15T22:11:20Z	2026-02-15T22:48:48Z	2026-02-15T22:48:42Z	main	61184
similar-embeddings-nlp-ae9d-gemini	Hypogenic-AI/similar-embeddings-nlp-ae9d-gemini	git@github.com:Hypogenic-AI/similar-embeddings-nlp-ae9d-gemini.git	https://github.com/Hypogenic-AI/similar-embeddings-nlp-ae9d-gemini.git	https://github.com/Hypogenic-AI/similar-embeddings-nlp-ae9d-gemini	2026-02-16T01:28:56Z	2026-02-16T02:07:52Z	2026-02-16T02:07:47Z	main	47351
similar-embeddings-nlp-5ef8-codex	Hypogenic-AI/similar-embeddings-nlp-5ef8-codex	git@github.com:Hypogenic-AI/similar-embeddings-nlp-5ef8-codex.git	https://github.com/Hypogenic-AI/similar-embeddings-nlp-5ef8-codex.git	https://github.com/Hypogenic-AI/similar-embeddings-nlp-5ef8-codex	2026-02-16T01:29:02Z	2026-02-16T01:53:39Z	2026-02-16T01:53:35Z	main	8780
similar-embeddings-nlp-f3b7-claude	Hypogenic-AI/similar-embeddings-nlp-f3b7-claude	git@github.com:Hypogenic-AI/similar-embeddings-nlp-f3b7-claude.git	https://github.com/Hypogenic-AI/similar-embeddings-nlp-f3b7-claude.git	https://github.com/Hypogenic-AI/similar-embeddings-nlp-f3b7-claude	2026-02-16T01:29:07Z	2026-02-16T02:13:10Z	2026-02-16T02:13:05Z	main	20749
disorder-order-sync-205e-claude	Hypogenic-AI/disorder-order-sync-205e-claude	git@github.com:Hypogenic-AI/disorder-order-sync-205e-claude.git	https://github.com/Hypogenic-AI/disorder-order-sync-205e-claude.git	https://github.com/Hypogenic-AI/disorder-order-sync-205e-claude	2026-02-19T00:23:34Z	2026-02-19T04:22:05Z	2026-02-19T04:22:00Z	main	73215
layer-wise-probing-llm-dcd0-claude	Hypogenic-AI/layer-wise-probing-llm-dcd0-claude	git@github.com:Hypogenic-AI/layer-wise-probing-llm-dcd0-claude.git	https://github.com/Hypogenic-AI/layer-wise-probing-llm-dcd0-claude.git	https://github.com/Hypogenic-AI/layer-wise-probing-llm-dcd0-claude	2026-02-22T02:50:11Z	2026-02-22T05:26:32Z	2026-02-22T05:26:07Z	main	861929
layer-wise-probing-llm-ece7-codex	Hypogenic-AI/layer-wise-probing-llm-ece7-codex	git@github.com:Hypogenic-AI/layer-wise-probing-llm-ece7-codex.git	https://github.com/Hypogenic-AI/layer-wise-probing-llm-ece7-codex.git	https://github.com/Hypogenic-AI/layer-wise-probing-llm-ece7-codex	2026-02-22T02:50:38Z	2026-02-22T03:55:08Z	2026-02-22T03:55:03Z	main	56769
refine-llm-trading-4e75-claude	Hypogenic-AI/refine-llm-trading-4e75-claude	git@github.com:Hypogenic-AI/refine-llm-trading-4e75-claude.git	https://github.com/Hypogenic-AI/refine-llm-trading-4e75-claude.git	https://github.com/Hypogenic-AI/refine-llm-trading-4e75-claude	2026-02-22T07:35:33Z	2026-02-22T08:53:23Z	2026-02-22T08:53:18Z	main	110601
refine-llm-trading-2354-codex	Hypogenic-AI/refine-llm-trading-2354-codex	git@github.com:Hypogenic-AI/refine-llm-trading-2354-codex.git	https://github.com/Hypogenic-AI/refine-llm-trading-2354-codex.git	https://github.com/Hypogenic-AI/refine-llm-trading-2354-codex	2026-02-22T07:35:38Z	2026-02-22T08:01:07Z	2026-02-22T08:01:03Z	main	33431
chain-of-thought-conv-b564-claude	Hypogenic-AI/chain-of-thought-conv-b564-claude	git@github.com:Hypogenic-AI/chain-of-thought-conv-b564-claude.git	https://github.com/Hypogenic-AI/chain-of-thought-conv-b564-claude.git	https://github.com/Hypogenic-AI/chain-of-thought-conv-b564-claude	2026-02-22T20:37:04Z	2026-02-22T21:51:36Z	2026-02-22T21:51:31Z	main	57154
chain-of-thought-conv-1189-codex	Hypogenic-AI/chain-of-thought-conv-1189-codex	git@github.com:Hypogenic-AI/chain-of-thought-conv-1189-codex.git	https://github.com/Hypogenic-AI/chain-of-thought-conv-1189-codex.git	https://github.com/Hypogenic-AI/chain-of-thought-conv-1189-codex	2026-02-22T20:37:06Z	2026-02-22T21:23:03Z	2026-02-22T21:22:58Z	main	24500
mechanistic-llm-failures-69ca-claude	Hypogenic-AI/mechanistic-llm-failures-69ca-claude	git@github.com:Hypogenic-AI/mechanistic-llm-failures-69ca-claude.git	https://github.com/Hypogenic-AI/mechanistic-llm-failures-69ca-claude.git	https://github.com/Hypogenic-AI/mechanistic-llm-failures-69ca-claude	2026-02-22T20:37:17Z	2026-02-22T21:42:14Z	2026-02-22T21:42:09Z	main	92717
model-implicature-nlp-2b80-claude	Hypogenic-AI/model-implicature-nlp-2b80-claude	git@github.com:Hypogenic-AI/model-implicature-nlp-2b80-claude.git	https://github.com/Hypogenic-AI/model-implicature-nlp-2b80-claude.git	https://github.com/Hypogenic-AI/model-implicature-nlp-2b80-claude	2026-02-23T23:24:09Z	2026-02-24T00:58:21Z	2026-02-24T00:58:13Z	main	155193
multi_objective_optimization_o_20260227_215322_c3d0afee	Hypogenic-AI/multi_objective_optimization_o_20260227_215322_c3d0afee	git@github.com:Hypogenic-AI/multi_objective_optimization_o_20260227_215322_c3d0afee.git	https://github.com/Hypogenic-AI/multi_objective_optimization_o_20260227_215322_c3d0afee.git	https://github.com/Hypogenic-AI/multi_objective_optimization_o_20260227_215322_c3d0afee	2026-02-27T21:53:23Z	2026-02-27T21:53:39Z	2026-02-27T21:53:34Z	main	90
adv-prompt-propagation-552e-claude	Hypogenic-AI/adv-prompt-propagation-552e-claude	git@github.com:Hypogenic-AI/adv-prompt-propagation-552e-claude.git	https://github.com/Hypogenic-AI/adv-prompt-propagation-552e-claude.git	https://github.com/Hypogenic-AI/adv-prompt-propagation-552e-claude	2026-02-27T23:13:03Z	2026-02-28T01:01:10Z	2026-02-28T01:01:04Z	main	112183
basis-vectors-persona-4079-gemini	Hypogenic-AI/basis-vectors-persona-4079-gemini	git@github.com:Hypogenic-AI/basis-vectors-persona-4079-gemini.git	https://github.com/Hypogenic-AI/basis-vectors-persona-4079-gemini.git	https://github.com/Hypogenic-AI/basis-vectors-persona-4079-gemini	2026-02-28T22:59:14Z	2026-02-28T23:28:17Z	2026-02-28T23:28:13Z	main	33021
basis-vectors-persona-7acf-codex	Hypogenic-AI/basis-vectors-persona-7acf-codex	git@github.com:Hypogenic-AI/basis-vectors-persona-7acf-codex.git	https://github.com/Hypogenic-AI/basis-vectors-persona-7acf-codex.git	https://github.com/Hypogenic-AI/basis-vectors-persona-7acf-codex	2026-02-28T23:29:50Z	2026-02-28T23:59:59Z	2026-02-28T23:59:55Z	main	26285
basis-vectors-persona-03ae-claude	Hypogenic-AI/basis-vectors-persona-03ae-claude	git@github.com:Hypogenic-AI/basis-vectors-persona-03ae-claude.git	https://github.com/Hypogenic-AI/basis-vectors-persona-03ae-claude.git	https://github.com/Hypogenic-AI/basis-vectors-persona-03ae-claude	2026-03-01T00:17:20Z	2026-03-01T01:18:13Z	2026-03-01T01:18:07Z	main	160287
careful-llm-words-c365-gemini	Hypogenic-AI/careful-llm-words-c365-gemini	git@github.com:Hypogenic-AI/careful-llm-words-c365-gemini.git	https://github.com/Hypogenic-AI/careful-llm-words-c365-gemini.git	https://github.com/Hypogenic-AI/careful-llm-words-c365-gemini	2026-03-01T04:33:53Z	2026-03-01T04:57:39Z	2026-03-01T04:57:34Z	main	3550
careful-llm-words-4e0d-codex	Hypogenic-AI/careful-llm-words-4e0d-codex	git@github.com:Hypogenic-AI/careful-llm-words-4e0d-codex.git	https://github.com/Hypogenic-AI/careful-llm-words-4e0d-codex.git	https://github.com/Hypogenic-AI/careful-llm-words-4e0d-codex	2026-03-01T04:34:24Z	2026-03-01T05:05:11Z	2026-03-01T05:05:06Z	main	19395
careful-llm-words-aaec-claude	Hypogenic-AI/careful-llm-words-aaec-claude	git@github.com:Hypogenic-AI/careful-llm-words-aaec-claude.git	https://github.com/Hypogenic-AI/careful-llm-words-aaec-claude.git	https://github.com/Hypogenic-AI/careful-llm-words-aaec-claude	2026-03-01T04:34:33Z	2026-03-01T05:58:57Z	2026-03-01T05:58:51Z	main	51576
mechanistic-llm-failures-4f06-claude	Hypogenic-AI/mechanistic-llm-failures-4f06-claude	git@github.com:Hypogenic-AI/mechanistic-llm-failures-4f06-claude.git	https://github.com/Hypogenic-AI/mechanistic-llm-failures-4f06-claude.git	https://github.com/Hypogenic-AI/mechanistic-llm-failures-4f06-claude	2026-03-02T00:52:08Z	2026-03-02T01:58:45Z	2026-03-02T01:58:39Z	main	85108
mechanistic-llm-failures-eb40-codex	Hypogenic-AI/mechanistic-llm-failures-eb40-codex	git@github.com:Hypogenic-AI/mechanistic-llm-failures-eb40-codex.git	https://github.com/Hypogenic-AI/mechanistic-llm-failures-eb40-codex.git	https://github.com/Hypogenic-AI/mechanistic-llm-failures-eb40-codex	2026-03-02T00:52:24Z	2026-03-02T01:38:13Z	2026-03-02T01:38:08Z	main	70090
french-model-counting-ae53-claude	Hypogenic-AI/french-model-counting-ae53-claude	git@github.com:Hypogenic-AI/french-model-counting-ae53-claude.git	https://github.com/Hypogenic-AI/french-model-counting-ae53-claude.git	https://github.com/Hypogenic-AI/french-model-counting-ae53-claude	2026-03-02T20:48:49Z	2026-03-02T21:46:48Z	2026-03-02T21:46:37Z	main	267606
non-pokemon-quality-8c18-claude	Hypogenic-AI/non-pokemon-quality-8c18-claude	git@github.com:Hypogenic-AI/non-pokemon-quality-8c18-claude.git	https://github.com/Hypogenic-AI/non-pokemon-quality-8c18-claude.git	https://github.com/Hypogenic-AI/non-pokemon-quality-8c18-claude	2026-03-02T21:47:12Z	2026-03-02T22:46:03Z	2026-03-02T22:45:57Z	main	116077
steering-vector-decay-b58d-claude	Hypogenic-AI/steering-vector-decay-b58d-claude	git@github.com:Hypogenic-AI/steering-vector-decay-b58d-claude.git	https://github.com/Hypogenic-AI/steering-vector-decay-b58d-claude.git	https://github.com/Hypogenic-AI/steering-vector-decay-b58d-claude	2026-03-02T22:46:25Z	2026-03-02T22:46:29Z	2026-03-02T22:46:28Z	main	3
model-count-french-96cb-claude	Hypogenic-AI/model-count-french-96cb-claude	git@github.com:Hypogenic-AI/model-count-french-96cb-claude.git	https://github.com/Hypogenic-AI/model-count-french-96cb-claude.git	https://github.com/Hypogenic-AI/model-count-french-96cb-claude	2026-03-02T23:00:45Z	2026-03-03T00:06:41Z	2026-03-03T00:06:10Z	main	1269551
non-pokemon-quality-nlp-ea69-claude	Hypogenic-AI/non-pokemon-quality-nlp-ea69-claude	git@github.com:Hypogenic-AI/non-pokemon-quality-nlp-ea69-claude.git	https://github.com/Hypogenic-AI/non-pokemon-quality-nlp-ea69-claude.git	https://github.com/Hypogenic-AI/non-pokemon-quality-nlp-ea69-claude	2026-03-03T00:06:37Z	2026-03-03T01:16:02Z	2026-03-03T01:15:55Z	main	93588
steering-vector-decay-4272-claude	Hypogenic-AI/steering-vector-decay-4272-claude	git@github.com:Hypogenic-AI/steering-vector-decay-4272-claude.git	https://github.com/Hypogenic-AI/steering-vector-decay-4272-claude.git	https://github.com/Hypogenic-AI/steering-vector-decay-4272-claude	2026-03-03T01:16:21Z	2026-03-03T03:00:06Z	2026-03-03T02:59:59Z	main	190321
residual-stream-biject-e825-claude	Hypogenic-AI/residual-stream-biject-e825-claude	git@github.com:Hypogenic-AI/residual-stream-biject-e825-claude.git	https://github.com/Hypogenic-AI/residual-stream-biject-e825-claude.git	https://github.com/Hypogenic-AI/residual-stream-biject-e825-claude	2026-03-03T03:00:27Z	2026-03-03T03:43:42Z	2026-03-03T03:43:37Z	main	45803
noncomp-phrases-nlp-c335-claude	Hypogenic-AI/noncomp-phrases-nlp-c335-claude	git@github.com:Hypogenic-AI/noncomp-phrases-nlp-c335-claude.git	https://github.com/Hypogenic-AI/noncomp-phrases-nlp-c335-claude.git	https://github.com/Hypogenic-AI/noncomp-phrases-nlp-c335-claude	2026-03-03T03:43:59Z	2026-03-03T04:56:44Z	2026-03-03T04:56:38Z	main	21809
self-critique-drift-6de2-claude	Hypogenic-AI/self-critique-drift-6de2-claude	git@github.com:Hypogenic-AI/self-critique-drift-6de2-claude.git	https://github.com/Hypogenic-AI/self-critique-drift-6de2-claude.git	https://github.com/Hypogenic-AI/self-critique-drift-6de2-claude	2026-03-05T22:47:54Z	2026-03-06T05:58:02Z	2026-03-06T05:57:57Z	main	64402
llm-fallacy-detection-4626-claude	Hypogenic-AI/llm-fallacy-detection-4626-claude	git@github.com:Hypogenic-AI/llm-fallacy-detection-4626-claude.git	https://github.com/Hypogenic-AI/llm-fallacy-detection-4626-claude.git	https://github.com/Hypogenic-AI/llm-fallacy-detection-4626-claude	2026-03-06T04:03:17Z	2026-03-06T05:30:44Z	2026-03-06T05:30:37Z	main	52784
architectural_diversity_in_mul_20260306_214906_8d1e21a6	Hypogenic-AI/architectural_diversity_in_mul_20260306_214906_8d1e21a6	git@github.com:Hypogenic-AI/architectural_diversity_in_mul_20260306_214906_8d1e21a6.git	https://github.com/Hypogenic-AI/architectural_diversity_in_mul_20260306_214906_8d1e21a6.git	https://github.com/Hypogenic-AI/architectural_diversity_in_mul_20260306_214906_8d1e21a6	2026-03-06T21:49:08Z	2026-03-06T23:00:27Z	2026-03-06T23:00:22Z	main	56948
autonomous_multi_modal_ai_agen_20260306_222539_298f467e	Hypogenic-AI/autonomous_multi_modal_ai_agen_20260306_222539_298f467e	git@github.com:Hypogenic-AI/autonomous_multi_modal_ai_agen_20260306_222539_298f467e.git	https://github.com/Hypogenic-AI/autonomous_multi_modal_ai_agen_20260306_222539_298f467e.git	https://github.com/Hypogenic-AI/autonomous_multi_modal_ai_agen_20260306_222539_298f467e	2026-03-06T22:25:41Z	2026-03-06T23:11:01Z	2026-03-06T23:10:54Z	main	68621
debate-proof-strategies-1084-claude	Hypogenic-AI/debate-proof-strategies-1084-claude	git@github.com:Hypogenic-AI/debate-proof-strategies-1084-claude.git	https://github.com/Hypogenic-AI/debate-proof-strategies-1084-claude.git	https://github.com/Hypogenic-AI/debate-proof-strategies-1084-claude	2026-03-07T08:25:07Z	2026-03-07T08:57:04Z	2026-03-07T08:56:59Z	main	32088
emergent_robustness_to_adversa_20260307_082630_b330f08b	Hypogenic-AI/emergent_robustness_to_adversa_20260307_082630_b330f08b	git@github.com:Hypogenic-AI/emergent_robustness_to_adversa_20260307_082630_b330f08b.git	https://github.com/Hypogenic-AI/emergent_robustness_to_adversa_20260307_082630_b330f08b.git	https://github.com/Hypogenic-AI/emergent_robustness_to_adversa_20260307_082630_b330f08b	2026-03-07T08:26:32Z	2026-03-07T09:00:24Z	2026-03-07T09:00:19Z	main	124708
mechanistic_interpretability_f_20260307_144014_42ccbc9d	Hypogenic-AI/mechanistic_interpretability_f_20260307_144014_42ccbc9d	git@github.com:Hypogenic-AI/mechanistic_interpretability_f_20260307_144014_42ccbc9d.git	https://github.com/Hypogenic-AI/mechanistic_interpretability_f_20260307_144014_42ccbc9d.git	https://github.com/Hypogenic-AI/mechanistic_interpretability_f_20260307_144014_42ccbc9d	2026-03-07T15:44:18Z	2026-03-07T15:48:23Z	2026-03-07T15:44:20Z	main	427
rainbow-conn-random-1698	Hypogenic-AI/rainbow-conn-random-1698	git@github.com:Hypogenic-AI/rainbow-conn-random-1698.git	https://github.com/Hypogenic-AI/rainbow-conn-random-1698.git	https://github.com/Hypogenic-AI/rainbow-conn-random-1698	2026-03-08T02:40:41Z	2026-03-08T03:17:51Z	2026-03-08T03:17:47Z	main	5482
rainbow-conn-random-f967	Hypogenic-AI/rainbow-conn-random-f967	git@github.com:Hypogenic-AI/rainbow-conn-random-f967.git	https://github.com/Hypogenic-AI/rainbow-conn-random-f967.git	https://github.com/Hypogenic-AI/rainbow-conn-random-f967	2026-03-08T04:08:37Z	2026-03-08T04:22:22Z	2026-03-08T04:22:18Z	main	6915
self-critique-drift-4703-claude	Hypogenic-AI/self-critique-drift-4703-claude	git@github.com:Hypogenic-AI/self-critique-drift-4703-claude.git	https://github.com/Hypogenic-AI/self-critique-drift-4703-claude.git	https://github.com/Hypogenic-AI/self-critique-drift-4703-claude	2026-03-08T06:12:09Z	2026-03-08T07:43:46Z	2026-03-08T07:43:39Z	main	186943
self-critique-drift-e068-gemini	Hypogenic-AI/self-critique-drift-e068-gemini	git@github.com:Hypogenic-AI/self-critique-drift-e068-gemini.git	https://github.com/Hypogenic-AI/self-critique-drift-e068-gemini.git	https://github.com/Hypogenic-AI/self-critique-drift-e068-gemini	2026-03-08T06:12:18Z	2026-03-08T07:16:52Z	2026-03-08T07:16:49Z	main	68461
attention-in-ai-d12f-claude	Hypogenic-AI/attention-in-ai-d12f-claude	git@github.com:Hypogenic-AI/attention-in-ai-d12f-claude.git	https://github.com/Hypogenic-AI/attention-in-ai-d12f-claude.git	https://github.com/Hypogenic-AI/attention-in-ai-d12f-claude	2026-03-08T08:51:35Z	2026-03-08T09:28:40Z	2026-03-08T09:28:35Z	main	125366
attention-for-ai-bc53-codex	Hypogenic-AI/attention-for-ai-bc53-codex	git@github.com:Hypogenic-AI/attention-for-ai-bc53-codex.git	https://github.com/Hypogenic-AI/attention-for-ai-bc53-codex.git	https://github.com/Hypogenic-AI/attention-for-ai-bc53-codex	2026-03-08T08:52:07Z	2026-03-08T09:24:06Z	2026-03-08T09:24:03Z	main	170515
